id;amount_answer_tokens;confidence_per_choice
('business_ethics', 49);2;[1.8553895931777327e-07, 0.9999994039539004, 1.9555681087850496e-08, 3.9278597995802437e-07]
('business_ethics', 50);2;[1.0, 1.2256067444099483e-11, 9.736200313009565e-10, 3.97896253583724e-12]
('business_ethics', 51);2;[0.006692848072816306, 0.99330679572448, 2.3664238142626736e-07, 9.864722106288576e-08]
('business_ethics', 52);2;[8.878265478459658e-13, 1.0815941557285693e-11, 2.289734845645553e-11, 1.0]
('business_ethics', 53);2;[1.0677029917933763e-06, 1.275189375371399e-07, 0.9999988079084972, 4.139929822488149e-08]
('business_ethics', 54);2;[0.9998796131114907, 4.5394474700120025e-05, 7.484283601034671e-05, 1.1252165297154845e-07]
('business_ethics', 55);2;[0.23500371119918168, 0.23500371119918168, 0.14253695598855684, 0.38745561734756073]
('business_ethics', 56);2;[7.582459190483883e-10, 1.4165898730016317e-09, 0.9999870063564401, 1.3007123989067183e-05]
('business_ethics', 57);2;[1.0, 3.0988191387218256e-12, 1.2501528663867426e-09, 2.020683909022217e-11]
('business_ethics', 58);2;[1.0677029917933763e-06, 1.955564378838448e-08, 0.9999988079084972, 6.825590357542018e-08]
('business_ethics', 59);2;[1.0226894635182186e-08, 2.3276282704926202e-07, 0.022977367413042835, 0.9770224201843333]
('business_ethics', 60);2;[4.363462252943702e-09, 4.363462252943702e-09, 2.4616969518153846e-10, 1.0]
('business_ethics', 61);2;[0.9399133253553882, 2.4875492459337963e-09, 8.68239999188454e-09, 0.060086648833494447]
('business_ethics', 62);2;[0.3362011321456977, 0.1236814846149655, 0.3362011321456977, 0.20391629447646428]
('business_ethics', 63);2;[1.0, 6.224144622907783e-11, 2.061153622438558e-09, 2.9400777392844726e-11]
('business_ethics', 64);2;[0.9999995231630692, 5.04347662567888e-07, 4.139937718785167e-08, 6.34880011604368e-09]
('business_ethics', 65);2;[0.9975164970829598, 4.773235271730094e-06, 0.0024725959068895805, 6.128955408731859e-06]
('business_ethics', 66);2;[1.7603429545652396e-06, 9.237432042950414e-09, 5.315775115378354e-08, 0.9999982118638471]
('business_ethics', 67);2;[1.0, 5.211412487888539e-10, 1.186112015134383e-08, 1.917171513758312e-10]
('business_ethics', 68);2;[1.0, 5.4927883509546835e-11, 7.582560427911907e-10, 2.020683909022217e-11]
('business_ethics', 69);2;[0.3673733999298176, 0.018290442398449677, 0.6056963387537152, 0.008639793223863771]
('business_ethics', 70);2;[0.31939706620456004, 0.0016760419815529835, 0.6761635944610932, 0.002763326065572796]
('business_ethics', 71);2;[0.07144694417819339, 0.15125318201216023, 0.2493743384445266, 0.5279255100966491]
('business_ethics', 72);2;[0.9999991655356624, 7.194133030325383e-09, 8.315279260963632e-07, 4.944450501938644e-09]
('business_ethics', 73);2;[2.902248444963372e-06, 6.475791603152086e-07, 0.9999749666753994, 2.14448765728686e-05]
('business_ethics', 74);2;[7.484626212190614e-05, 0.999925142169393, 5.315389845957392e-08, 4.5987132832985696e-10]
('business_ethics', 75);2;[3.9278597995802437e-07, 3.059020287707785e-07, 0.9999992847447459, 1.522997974471263e-08]
('business_ethics', 76);2;[0.9999995231630692, 7.582560427911907e-10, 8.764248219443636e-08, 3.059023205018258e-07]
('business_ethics', 77);2;[6.56018765557689e-12, 2.2897304783270907e-11, 0.9999982118638471, 1.7603429545652396e-06]
('business_ethics', 78);2;[0.9999940395710211, 8.315239610716842e-07, 3.7266318480591813e-06, 1.370951241715711e-06]
('business_ethics', 79);2;[0.9999991655356624, 8.315279260963632e-07, 4.139937718785167e-08, 5.3157852544244216e-08]
('business_ethics', 80);2;[0.24896674788469877, 0.24896674788469877, 0.41047674846821747, 0.09158974808209436]
('business_ethics', 81);2;[1.0676979006009105e-06, 3.7266318480591813e-06, 0.9999940395710211, 1.2098602244086199e-06]
('business_ethics', 82);2;[4.508755242294825e-12, 2.289734845645553e-11, 2.172439935079017e-10, 1.0]
('business_ethics', 83);2;[9.235036169248583e-09, 2.9981772784901546e-09, 0.0002611902975925828, 0.9997387615048174]
('business_ethics', 84);2;[0.552333036395751, 0.016679012476855895, 0.0959810898324479, 0.3350069209461969]
('business_ethics', 85);2;[4.691038755912938e-08, 1.2751553245960644e-07, 0.9999723442092404, 2.7535687796947383e-05]
('business_ethics', 86);2;[1.0, 2.061153622438558e-09, 3.2241867372567335e-08, 1.6052280551856116e-09]
('business_ethics', 87);2;[1.0, 9.545034922840628e-12, 1.6918979226151304e-10, 1.6918979226151304e-10]
('business_ethics', 88);2;[4.277787868968998e-11, 1.0, 1.186112015134383e-08, 1.6918979226151304e-10]
('business_ethics', 89);2;[2.020683909022217e-11, 1.0, 1.9555681087850496e-08, 1.3176514270095466e-10]
('business_ethics', 90);2;[0.43875560771813277, 0.046244500825660735, 0.43875560771813277, 0.07624429216417648]
('business_ethics', 91);2;[0.1477498989922955, 0.042331054796901225, 0.1477498989922955, 0.6621691074573237]
('business_ethics', 92);2;[0.8566390566056379, 0.0027264948670677443, 0.07031721263922731, 0.07031721263922731]
('business_ethics', 93);2;[0.14804712020416919, 2.9531450952204077e-07, 2.6061413994148997e-07, 0.8519523287116957]
('business_ethics', 94);2;[0.02983345049236438, 0.46667362825537334, 0.28305186361621987, 0.22044101303413252]
('business_ethics', 95);2;[0.3606936140309901, 0.006606334771600507, 0.5946832336585955, 0.03801683175524198]
('business_ethics', 96);2;[1.783247290814639e-11, 1.493094676197164e-10, 1.0, 3.331544542166412e-11]
('business_ethics', 97);2;[0.9947684756352235, 0.005220066129192067, 1.3637869459320197e-06, 1.0077098250480995e-05]
('business_ethics', 98);2;[7.433680672352188e-12, 3.775134544279098e-11, 7.582560427911907e-10, 1.0]
('business_ethics', 99);2;[6.560200168153779e-12, 1.0, 5.905303998944039e-10, 3.97896253583724e-12]
('clinical_knowledge', 0);2;[1.0, 9.736200313009565e-10, 9.736200313009565e-10, 4.5990553786523166e-10]
('clinical_knowledge', 1);2;[7.287724095819692e-14, 3.2661313427874473e-13, 1.8795288165390832e-12, 1.0]
('clinical_knowledge', 2);2;[1.0, 3.775134544279098e-11, 5.905303998944039e-10, 2.172439935079017e-10]
('clinical_knowledge', 3);2;[5.043418907999665e-07, 0.9999885560391694, 8.31519203067026e-07, 1.0129977669573009e-05]
('clinical_knowledge', 4);2;[0.9946645592760015, 5.798361351639978e-05, 0.005219521040045457, 5.798361351639978e-05]
('clinical_knowledge', 5);2;[0.9999997615814777, 1.4449802461092448e-07, 3.850741922767617e-09, 1.1253517471925912e-07]
('clinical_knowledge', 6);2;[7.884819330176965e-06, 1.0124308425938035e-05, 0.0005527687740018198, 0.9994291943050109]
('clinical_knowledge', 7);2;[1.0, 2.646573638909117e-09, 3.2241867372567335e-08, 9.237449661970594e-09]
('clinical_knowledge', 8);2;[1.0, 2.413362771833214e-12, 1.9555681087850496e-08, 2.129785170955785e-12]
('clinical_knowledge', 9);2;[6.560200168153779e-12, 1.0815941557285693e-11, 8.423463754468647e-12, 1.0]
('clinical_knowledge', 10);2;[3.2241682883650204e-08, 2.8453185278936072e-08, 0.999995112442896, 4.78509457496562e-06]
('clinical_knowledge', 11);2;[1.026187963170189e-10, 7.991959892953932e-11, 2.9400777392844726e-11, 1.0]
('clinical_knowledge', 12);2;[6.37659205011257e-05, 0.14803716673287995, 4.076418915513913e-06, 0.8518950504408861]
('clinical_knowledge', 13);2;[2.5106878672383553e-08, 0.999876633606226, 0.0001233946226544279, 1.249997884965625e-09]
('clinical_knowledge', 14);2;[7.05287985111216e-11, 1.0, 2.061153622438558e-09, 4.5990553786523166e-10]
('clinical_knowledge', 15);2;[9.545034922840628e-12, 9.056076989672867e-11, 0.9999998807907247, 1.4449802461092448e-07]
('clinical_knowledge', 16);2;[3.9278597995802437e-07, 1.186112015134383e-08, 1.8553895931777327e-07, 0.9999994039539004]
('clinical_knowledge', 17);2;[1.2501242529858721e-09, 1.7603060214876799e-06, 0.9999767547297425, 2.144491747576362e-05]
('clinical_knowledge', 18);2;[0.0001584351834265206, 4.784327981516004e-06, 0.9998352798920728, 1.5532438838507638e-06]
('clinical_knowledge', 19);2;[4.5990553786523166e-10, 2.510999155743982e-08, 1.0, 1.9555681087850496e-08]
('clinical_knowledge', 20);2;[2.510999155743982e-08, 7.194133030325383e-09, 9.736200313009565e-10, 1.0]
('clinical_knowledge', 21);2;[1.0, 4.508755242294825e-12, 3.581747930283181e-10, 3.5114221133765118e-12]
('clinical_knowledge', 22);2;[9.591661609331748e-05, 0.001926536734089545, 0.9979706545924083, 6.948176365347492e-06]
('clinical_knowledge', 23);2;[2.144491747576362e-05, 0.999977350747961, 1.12532599022996e-07, 1.0676795725090437e-06]
('clinical_knowledge', 24);2;[1.0677029917933763e-06, 0.9999988079084972, 2.5109943663977427e-08, 8.76423150298272e-08]
('clinical_knowledge', 25);2;[1.3176514270095466e-10, 0.9999998807907247, 1.4449802461092448e-07, 1.522997974471263e-08]
('clinical_knowledge', 26);2;[0.03443208975098161, 0.004659876618877565, 0.07289273457483716, 0.888015285504656]
('clinical_knowledge', 27);2;[0.9999995231630692, 3.059023205018258e-07, 5.3157852544244216e-08, 6.82560337633487e-08]
('clinical_knowledge', 28);2;[6.819383223343711e-08, 1.635884993457294e-07, 0.999088760817368, 0.0009110509701065104]
('clinical_knowledge', 29);2;[4.026455316405124e-07, 2.3170650538602424e-06, 0.9046480727072223, 0.09534920962716803]
('clinical_knowledge', 30);2;[2.842741863444796e-08, 0.0009110509701065104, 2.3801986207831152e-07, 0.9990886418330229]
('clinical_knowledge', 31);2;[1.4165439409234298e-09, 9.23702681476127e-09, 4.539785156619626e-05, 0.9999545833252356]
('clinical_knowledge', 32);2;[0.999998927117538, 9.237432042950414e-09, 2.646568590975319e-09, 1.0677029917933763e-06]
('clinical_knowledge', 33);2;[1.8552108886067855e-07, 0.9999028538701035, 8.3144783626412e-07, 9.610230327626659e-05]
('clinical_knowledge', 34);2;[4.277787868968998e-11, 1.0, 4.139937718785167e-08, 3.581747930283181e-10]
('clinical_knowledge', 35);2;[0.0015011139496109113, 3.9217886482075477e-07, 4.5329713496991584e-05, 0.998453152521709]
('clinical_knowledge', 36);2;[8.764064340127165e-08, 2.1444937927240387e-05, 0.9999780659713836, 3.0589561075812653e-07]
('clinical_knowledge', 37);2;[2.1724357914826287e-10, 0.9999982118638471, 1.955564378838448e-08, 1.7603429545652396e-06]
('clinical_knowledge', 38);2;[1.6052280551856116e-09, 1.0, 1.026187963170189e-10, 7.194133030325383e-09]
('clinical_knowledge', 39);2;[0.014000029652984108, 0.36106552360124256, 0.5952964088778477, 0.029638063007945293]
('clinical_knowledge', 40);2;[2.1444937927240387e-05, 0.9999784235841962, 8.764064340127165e-08, 4.058566973458557e-10]
('clinical_knowledge', 41);2;[1.2075294632459577e-06, 0.777295997873163, 3.7194525982551453e-06, 0.2226990319708893]
('clinical_knowledge', 42);2;[0.9992903742048809, 3.650890864432985e-08, 0.00070967033651176, 1.5219177393733497e-08]
('clinical_knowledge', 43);2;[1.9555681087850496e-08, 1.0, 3.2241867372567335e-08, 1.2501528663867426e-09]
('clinical_knowledge', 44);2;[1.0815941557285693e-11, 5.109089028063325e-12, 4.508755242294825e-12, 1.0]
('clinical_knowledge', 45);2;[1.162823303022097e-10, 5.905303998944039e-10, 2.510999155743982e-08, 1.0]
('clinical_knowledge', 46);2;[5.905303998944039e-10, 1.026187963170189e-10, 1.2501528663867426e-09, 1.0]
('clinical_knowledge', 47);2;[1.0, 3.775134544279098e-11, 2.172439935079017e-10, 5.905303998944039e-10]
('clinical_knowledge', 48);2;[1.2501528663867426e-09, 8.315279260963632e-07, 4.058652126475693e-10, 0.9999991655356624]
('clinical_knowledge', 49);2;[2.7894680928689246e-10, 9.237449661970594e-09, 7.991959892953932e-11, 1.0]
('clinical_knowledge', 50);2;[0.9978082638654835, 0.0019262235018494497, 0.0002606858788950719, 4.774628421234428e-06]
('clinical_knowledge', 51);2;[0.9999821189265068, 4.785030687486948e-06, 8.764097772443205e-08, 1.3007061966414663e-05]
('clinical_knowledge', 52);2;[2.909779602700243e-07, 0.0014300887304293062, 0.9512116421445703, 0.04735803464919897]
('clinical_knowledge', 53);2;[4.691155074157667e-08, 0.999998927117538, 2.845329381943118e-08, 1.0677029917933763e-06]
('clinical_knowledge', 54);2;[5.3157852544244216e-08, 1.4449802461092448e-07, 1.1253517471925912e-07, 0.9999996423722521]
('clinical_knowledge', 55);2;[1.505024844535721e-08, 2.6677203682732527e-07, 0.320821194383905, 0.679178473840425]
('clinical_knowledge', 56);2;[1.0815941557285693e-11, 1.0, 2.646573638909117e-09, 7.194133030325383e-09]
('clinical_knowledge', 57);2;[7.991959892953932e-11, 1.026187963170189e-10, 1.0, 1.3176514270095466e-10]
('clinical_knowledge', 58);2;[1.8189616875530459e-09, 4.944450501938644e-09, 2.510999155743982e-08, 1.0]
('clinical_knowledge', 59);2;[9.237449661970594e-09, 1.0, 4.139937718785167e-08, 1.2501528663867426e-09]
('clinical_knowledge', 60);2;[1.8189616875530459e-09, 3.927863545481039e-07, 0.9999996423722521, 9.736200313009565e-10]
('clinical_knowledge', 61);2;[1.186112015134383e-08, 1.0, 1.186112015134383e-08, 1.6052280551856116e-09]
('clinical_knowledge', 62);2;[5.109089028063325e-12, 5.109089028063325e-12, 1.0, 1.162823303022097e-10]
('clinical_knowledge', 63);2;[2.8451937093001675e-08, 4.539763509288708e-05, 4.784875535732778e-06, 0.9999498154071286]
('clinical_knowledge', 64);2;[1.0, 1.3176514270095466e-10, 2.7894680928689246e-10, 5.905303998944039e-10]
('clinical_knowledge', 65);2;[2.9000903638790227e-06, 0.0004304115725862267, 0.9992314527843447, 0.00033520486977314817]
('clinical_knowledge', 66);2;[4.508755242294825e-12, 1.0, 1.9555681087850496e-08, 2.289734845645553e-11]
('clinical_knowledge', 67);2;[9.736200313009565e-10, 6.224144622907783e-11, 3.331544542166412e-11, 1.0]
('clinical_knowledge', 68);2;[8.423463754468647e-12, 1.3887943864964021e-11, 6.560200168153779e-12, 1.0]
('clinical_knowledge', 69);2;[4.8473687062702556e-11, 1.006039279283317e-12, 1.1399918530443554e-12, 1.0]
('clinical_knowledge', 70);2;[0.9635513842108295, 0.013744323146948758, 0.022660557923750543, 4.374516777313182e-05]
('clinical_knowledge', 71);2;[1.6052280551856116e-09, 1.9555681087850496e-08, 0.9999996423722521, 3.927863545481039e-07]
('clinical_knowledge', 72);2;[5.3157852544244216e-08, 2.510999155743982e-08, 5.043471815847051e-07, 0.9999994039539004]
('clinical_knowledge', 73);2;[3.2661313427874473e-13, 2.413362771833214e-12, 1.8795288165390832e-12, 1.0]
('clinical_knowledge', 74);2;[2.5109799984138346e-08, 5.043433337357545e-07, 7.889257112872668e-06, 0.9999915362117302]
('clinical_knowledge', 75);2;[6.023217687700718e-08, 0.9999414716651684, 5.829127258796956e-05, 9.930607119769415e-08]
('clinical_knowledge', 76);2;[1.3176514270095466e-10, 1.0, 2.061153622438558e-09, 1.57371021068629e-11]
('clinical_knowledge', 77);2;[0.9999998807907247, 1.6052280551856116e-09, 6.82560337633487e-08, 1.6052280551856116e-09]
('clinical_knowledge', 78);2;[5.789356328730652e-12, 1.0, 1.3176514270095466e-10, 3.581747930283181e-10]
('clinical_knowledge', 79);2;[0.9888534542584773, 0.00015669497325232137, 0.010985170950643663, 4.73177818765029e-06]
('clinical_knowledge', 80);2;[1.522928258752436e-08, 4.539785156619626e-05, 1.8553064314836208e-07, 0.9999543449247886]
('clinical_knowledge', 81);2;[7.582357954407517e-10, 8.764014191892229e-08, 2.7535687796947383e-05, 0.9999723442092404]
('clinical_knowledge', 82);2;[0.0018702575067672425, 0.9688174930388342, 0.022784406213377375, 0.006527840117385187]
('clinical_knowledge', 83);2;[0.2661616857270839, 0.7235025168680687, 0.010320208519223429, 1.551580596750154e-05]
('clinical_knowledge', 84);2;[2.289734845645553e-11, 2.9400777392844726e-11, 7.991959892953932e-11, 1.0]
('clinical_knowledge', 85);2;[1.9555681087850496e-08, 4.8473687062702556e-11, 2.129785170955785e-12, 1.0]
('clinical_knowledge', 86);2;[1.0, 1.9555681087850496e-08, 2.646573638909117e-09, 1.9555681087850496e-08]
('clinical_knowledge', 87);2;[1.7597521183006232e-06, 0.9996627514896278, 0.00033534939459671937, 1.1249718917693188e-07]
('clinical_knowledge', 88);2;[2.413362771833214e-12, 5.789356328730652e-12, 5.109089028063325e-12, 1.0]
('clinical_knowledge', 89);2;[0.5621763015187068, 2.835322022229847e-07, 3.386312480506786e-08, 0.43782334384695504]
('clinical_knowledge', 90);2;[8.423463754468647e-12, 2.7894680928689246e-10, 1.0, 3.581747930283181e-10]
('clinical_knowledge', 91);2;[3.5114221133765118e-12, 2.9400777392844726e-11, 0.9999998807907247, 6.82560337633487e-08]
('clinical_knowledge', 92);2;[2.646573638909117e-09, 3.398267819495071e-09, 0.9999998807907247, 1.1253517471925912e-07]
('clinical_knowledge', 93);2;[2.2603250957489616e-06, 2.5109943663977427e-08, 1.5229950695859287e-08, 0.9999977350285647]
('clinical_knowledge', 94);2;[2.172439935079017e-10, 5.602796437537268e-09, 0.9999998807907247, 9.931194312156244e-08]
('clinical_knowledge', 95);2;[2.7894680928689246e-10, 4.139937718785167e-08, 1.0, 3.581747930283181e-10]
('clinical_knowledge', 96);2;[4.139937718785167e-08, 6.47594599989589e-07, 1.1253517471925912e-07, 0.9999991655356624]
('clinical_knowledge', 97);2;[1.0, 9.736200313009565e-10, 1.917171513758312e-10, 7.194133030325383e-09]
('clinical_knowledge', 98);2;[5.3140010800991394e-08, 0.9996645384165465, 0.0003353500342255387, 1.6368275662089986e-07]
('clinical_knowledge', 99);2;[0.0001584362410990077, 0.9998412384322287, 3.0585389695795e-07, 2.844884399863462e-08]
('clinical_knowledge', 100);2;[1.57371021068629e-11, 4.058652126475693e-10, 1.0, 1.522997974471263e-08]
('clinical_knowledge', 101);2;[2.7346982915918745e-12, 1.463778514125909e-12, 1.0, 2.172439935079017e-10]
('clinical_knowledge', 102);2;[0.01790187971238085, 0.9774095854139899, 0.003994449287181467, 0.000694131204546343]
('clinical_knowledge', 103);2;[3.581747930283181e-10, 1.0, 1.2501528663867426e-09, 7.433680672352188e-12]
('clinical_knowledge', 104);2;[3.775134544279098e-11, 3.775134544279098e-11, 1.026187963170189e-10, 1.0]
('clinical_knowledge', 105);2;[4.5990553786523166e-10, 1.783247290814639e-11, 7.991959892953932e-11, 1.0]
('clinical_knowledge', 106);2;[1.783247290814639e-11, 1.0815941557285693e-11, 4.508755242294825e-12, 1.0]
('clinical_knowledge', 107);2;[0.9933047961465274, 2.245196120283386e-06, 0.006692835307233859, 1.6264146144757249e-07]
('clinical_knowledge', 108);2;[2.543665647376923e-13, 6.101936677605324e-13, 1.5428112031918877e-13, 1.0]
('clinical_knowledge', 109);2;[4.363453930307876e-09, 1.3709577789362383e-06, 0.9999985694905718, 9.237432042950414e-09]
('clinical_knowledge', 110);2;[3.7266354020539563e-06, 8.315247540751075e-07, 0.9999954700677164, 6.348775897339431e-09]
('clinical_knowledge', 111);2;[1.1647756658974267e-08, 2.219669522414885e-06, 0.9820115737662833, 0.017986168431608985]
('clinical_knowledge', 112);2;[2.7894680928689246e-10, 2.413362771833214e-12, 1.8795288165390832e-12, 1.0]
('abstract_algebra', 0);2;[4.2350409886719317e-07, 0.9515124511569193, 0.0011141063844250048, 0.04737302022353592]
('abstract_algebra', 1);2;[0.31635339326969086, 0.001660070647617805, 0.6697201587666274, 0.012266355143436096]
('abstract_algebra', 2);2;[4.537819999741819e-05, 2.5600628614846533e-06, 0.0004305363743049489, 0.9995214845708849]
('abstract_algebra', 3);2;[2.9300111520491668e-08, 0.07459556109043783, 0.016644515524109157, 0.9087598844592877]
('abstract_algebra', 4);2;[0.00020263820674047665, 0.9959203232352946, 0.0031697963851896344, 0.0007072771750652771]
('abstract_algebra', 5);2;[0.02918731332925904, 0.002395840003254694, 0.9665509787406155, 0.001865882070648553]
('abstract_algebra', 6);2;[0.9998348032208699, 6.143198730036908e-06, 0.0001584351834265206, 6.474883824753199e-07]
('abstract_algebra', 7);2;[1.955564378838448e-08, 1.2098659934854867e-06, 0.9999985694905718, 2.1024318473456359e-07]
('abstract_algebra', 8);2;[5.492777874302323e-11, 0.9999984502816872, 1.370956471489639e-06, 1.4449774900307763e-07]
('abstract_algebra', 9);2;[7.413713800054782e-05, 0.007562197270406469, 0.11829263993341449, 0.8740710046572939]
('abstract_algebra', 10);2;[0.49947989139716137, 0.00045546662367841357, 0.49947989139716137, 0.0005848307212560337]
('abstract_algebra', 11);2;[9.389207478570273e-06, 0.5621709737212712, 0.4378191945541402, 4.674611146556377e-07]
('abstract_algebra', 12);2;[7.771780427369567e-05, 0.019016910631091292, 0.4904526478172351, 0.4904526478172351]
('abstract_algebra', 13);2;[0.0022843176349928063, 0.9215597271562606, 0.07564622893546219, 0.0005097001597258274]
('abstract_algebra', 14);2;[4.2631958212528725e-09, 1.0431696231231152e-06, 0.9770216230920791, 0.022977345500128123]
('abstract_algebra', 15);2;[1.6700092141428838e-05, 5.8289048994799995e-05, 0.9999035689838597, 2.1443342770621844e-05]
('abstract_algebra', 16);2;[5.706332070223768e-07, 1.6676346777018126e-05, 0.9984815562864362, 0.001501156181632656]
('abstract_algebra', 17);2;[0.4285863270978725, 0.3337833671575203, 0.20244984588315496, 0.0351805080700507]
('abstract_algebra', 18);2;[6.560200168153779e-12, 1.2917800047859961e-12, 8.423463754468647e-12, 1.0]
('abstract_algebra', 19);2;[0.9999995231630692, 4.139937718785167e-08, 3.059023205018258e-07, 6.82560337633487e-08]
('abstract_algebra', 20);2;[0.9730678793399464, 0.0006910479727534257, 0.017822362116398018, 0.008418687754624987]
('abstract_algebra', 21);2;[0.9999980926550052, 1.7603429545652396e-06, 6.825590357542018e-08, 1.3440384315611926e-08]
('abstract_algebra', 22);2;[2.2602841394542027e-06, 1.6701366305950292e-05, 1.0676826271691727e-06, 0.9999799732399826]
('abstract_algebra', 23);2;[7.582285643751932e-10, 4.36330412557747e-09, 3.535625324942473e-05, 0.9999645960934689]
('abstract_algebra', 24);2;[1.0, 5.602796437537268e-09, 2.061153622438558e-09, 1.2501528663867426e-09]
('abstract_algebra', 25);2;[5.3157548373442334e-08, 2.2159362976111183e-08, 0.9999936819476216, 6.144171336422507e-06]
('abstract_algebra', 26);2;[3.398267819495071e-09, 3.059023205018258e-07, 0.9999996423722521, 1.522997974471263e-08]
('abstract_algebra', 27);2;[0.001167241694834284, 0.2224369206904421, 1.4693404485873702e-05, 0.7763811396113828]
('abstract_algebra', 28);2;[0.0005499679686099503, 0.0031648471438802555, 0.001919576826067335, 0.9943655518242092]
('abstract_algebra', 29);2;[1.0, 7.582560427911907e-10, 7.582560427911907e-10, 6.224144622907783e-11]
('abstract_algebra', 30);2;[2.2944063817155472e-07, 0.3542963329408184, 0.5841359002505818, 0.06156747826457276]
('abstract_algebra', 31);2;[3.6534822137210456e-08, 1.0, 2.510999155743982e-08, 1.7257827987960214e-08]
('abstract_algebra', 32);2;[1.0, 2.172439935079017e-10, 2.172439935079017e-10, 3.331544542166412e-11]
('abstract_algebra', 33);2;[6.224144622907783e-11, 6.224144622907783e-11, 1.0, 7.582560427911907e-10]
('abstract_algebra', 34);2;[1.7602254429171892e-06, 4.539681250372602e-05, 2.1443935827815253e-05, 0.9999313401638235]
('abstract_algebra', 35);2;[7.991883676048487e-11, 0.9999897481064004, 1.0129987330277146e-05, 8.764164637457892e-08]
('abstract_algebra', 36);2;[0.00026111881840778535, 1.300034046420426e-05, 0.00026111881840778535, 0.9994647984500703]
('abstract_algebra', 37);2;[0.000123388856553316, 4.539222359561715e-05, 9.420855453419641e-07, 0.9998302747830303]
('abstract_algebra', 38);2;[2.8574643487073866e-07, 0.49999302535288026, 0.49999302535288026, 1.3768034259133918e-05]
('abstract_algebra', 39);2;[9.610157007667646e-05, 7.888497247498502e-06, 5.042947571675789e-07, 0.9998954643815368]
('abstract_algebra', 40);2;[3.398267819495071e-09, 1.522997974471263e-08, 0.9999998807907247, 6.82560337633487e-08]
('abstract_algebra', 41);2;[0.003161454959606733, 0.9932995032743281, 0.0003775819498673743, 0.003161454959606733]
('abstract_algebra', 42);2;[3.721187557366434e-06, 0.0009105445737295673, 0.000552273201001953, 0.9985334953469501]
('abstract_algebra', 43);2;[5.3157548373442334e-08, 3.288741062985334e-06, 0.9999941587791524, 2.5612741151720626e-06]
('abstract_algebra', 44);2;[4.539650944831866e-05, 2.9021017552811042e-06, 0.9999241886396754, 2.7534374824339512e-05]
('abstract_algebra', 45);2;[7.567909537793772e-10, 0.7772961368645309, 0.22269908506648242, 4.775871672324866e-06]
('abstract_algebra', 46);2;[1.6861050016308768e-07, 0.016644515524109157, 0.07459554330547226, 0.9087597828974618]
('abstract_algebra', 47);2;[3.934191972823072e-05, 0.9819450154794575, 0.017984950613610464, 3.063951789187844e-05]
('abstract_algebra', 48);2;[5.829110581553952e-05, 2.2601914516326286e-06, 0.9999388493741573, 6.475556927151445e-07]
('abstract_algebra', 49);2;[1.973065788492575e-07, 0.26887543324297025, 0.7308791825215218, 0.00024518265855492184]
('abstract_algebra', 50);2;[1.8553188170316113e-07, 3.5356118376279385e-05, 3.7265074603773297e-06, 0.9999607816804097]
('abstract_algebra', 51);2;[0.0006831755150697831, 0.9619826510182214, 0.03730011927075061, 3.401328985722561e-05]
('abstract_algebra', 52);2;[0.9902565721555444, 0.0011594710442401136, 0.006672295173935317, 0.0019116445733995645]
('abstract_algebra', 53);2;[0.0019260848141063919, 0.00015810266931543554, 0.9977367006156856, 0.00017915379516052177]
('abstract_algebra', 54);2;[5.211402547917536e-10, 0.9999977350285647, 2.2603250957489616e-06, 2.789462772385846e-10]
('abstract_algebra', 55);2;[1.0, 2.510999155743982e-08, 5.3157852544244216e-08, 3.398267819495071e-09]
('abstract_algebra', 56);2;[1.2155433658451522e-06, 0.05668082173585218, 0.8866371566416467, 0.05668082173585218]
('abstract_algebra', 57);2;[5.281300771182537e-07, 0.9241110627459956, 0.07585565757450943, 3.26742508705342e-05]
('abstract_algebra', 58);2;[0.9998746075477176, 7.888339264878858e-06, 9.609964545436677e-05, 2.1442729280440184e-05]
('abstract_algebra', 59);2;[1.0, 5.3157852544244216e-08, 2.510999155743982e-08, 4.139937718785167e-08]
('abstract_algebra', 60);2;[0.037326647749597264, 5.914830064530057e-06, 4.855188177075449e-07, 0.9626669943970791]
('abstract_algebra', 61);2;[0.06007228180062657, 0.00014890422826753202, 9.031497980510675e-05, 0.9396885346406151]
('abstract_algebra', 62);2;[0.9999991655356624, 1.1253517471925912e-07, 6.82560337633487e-08, 6.47594599989589e-07]
('abstract_algebra', 63);2;[0.9999830725678546, 6.144106881838195e-06, 2.9022705874462532e-06, 7.889189399126308e-06]
('abstract_algebra', 64);2;[2.2598638414244315e-06, 0.9997942870865237, 0.00020342646013480465, 2.9983431215874196e-09]
('abstract_algebra', 65);2;[3.9278073573442036e-07, 1.300711158451302e-05, 0.999985218266486, 1.3709394747973148e-06]
('abstract_algebra', 66);2;[0.9999246654044206, 3.927567630324391e-07, 6.82509566181323e-08, 7.484619074298232e-05]
('abstract_algebra', 67);2;[2.382369667501818e-07, 1.4449802461092448e-07, 0.9999995231630692, 8.764248219443636e-08]
('abstract_algebra', 68);2;[0.994544274445133, 0.0024652285623673956, 0.0014952367062751233, 0.0014952367062751233]
('abstract_algebra', 69);2;[0.9997369742997422, 1.3705982780934944e-06, 0.00026118979941210086, 3.92682981242103e-07]
('abstract_algebra', 70);2;[9.738754690820153e-08, 0.9806220772838544, 0.010893729108364964, 0.008484044760162391]
('abstract_algebra', 71);2;[1.718886632095169e-07, 0.18242445897639878, 0.8175697283223373, 5.6921707687585995e-06]
