id;amount_answer_tokens;confidence_per_choice;finish_reason
('high_school_government_and_politics', 135);352;[0.496172755635857, 0.3410141950506669, 0.03538539286782082, 0.12742769480036156];stop
('high_school_government_and_politics', 136);395;[0.4623043033309922, 0.39542982564827744, 0.03245885282479038, 0.10980688370853102];stop
('high_school_government_and_politics', 137);469;[0.6450900624472186, 0.13312184272197422, 0.03696660063878002, 0.1848213972979677];stop
('high_school_government_and_politics', 138);373;[0.5022667304775569, 0.16823829109503233, 0.15318270722289726, 0.17631221526224886];stop
('high_school_government_and_politics', 139);372;[0.22590997839042848, 0.1528583375646287, 0.5419298335199036, 0.07930186084174455];stop
('high_school_government_and_politics', 140);486;[0.7796490273715894, 0.11588448757618042, 0.05223323082658539, 0.05223323082658539];stop
('high_school_government_and_politics', 141);264;[0.17195737433740502, 0.052444042377522496, 0.051630972862831546, 0.723967587314089];stop
('high_school_government_and_politics', 142);719;[0.709597060780875, 0.17389423836200146, 0.057344226643789784, 0.059164527797864505];stop
('high_school_government_and_politics', 143);273;[0.8398097853664138, 0.05122872552877787, 0.032058117268331694, 0.0769034254861009];stop
('high_school_government_and_politics', 144);446;[0.27690105219453115, 0.1459166006510438, 0.4092332511444242, 0.16794897786267132];stop
('high_school_government_and_politics', 145);646;[0.5151752312471711, 0.3653139415159854, 0.029986797961335375, 0.08952404217391273];stop
('high_school_government_and_politics', 146);2772;[0.21880381596073342, 0.5764712743503294, 0.09121098976155806, 0.11351391080750643];stop
('high_school_government_and_politics', 147);1253;[0.3011229701632411, 0.5284872396024182, 0.09183731716288296, 0.0785526201077217];stop
('high_school_government_and_politics', 148);504;[0.643375478658427, 0.10502816910415534, 0.13070966833197906, 0.12088668163271458];stop
('high_school_government_and_politics', 149);306;[0.18512816673785717, 0.05558554909861494, 0.027090233058418716, 0.7321960812007143];stop
('high_school_government_and_politics', 150);500;[0.1726008267701256, 0.10633628461496922, 0.6024361160771887, 0.11862669774956514];stop
('high_school_government_and_politics', 151);626;[0.3024367737785138, 0.15690213127870437, 0.45401139776115146, 0.08664958643446437];stop
('high_school_government_and_politics', 152);418;[0.19394002116479733, 0.09161077923613474, 0.016044425076959086, 0.6984048243399027];stop
('high_school_government_and_politics', 153);500;[0.9045349193493661, 0.04719537370593979, 0.015322098174605175, 0.03294768080145685];stop
('high_school_government_and_politics', 154);340;[0.10849538517594189, 0.04522760539024084, 0.019150573043764926, 0.8271264328276501];stop
('high_school_government_and_politics', 5);287;[0.9737249130606548, 0.013047919451674295, 0.005313183538626029, 0.007913963192901313];stop
('high_school_government_and_politics', 6);348;[0.3095537191660772, 0.5693563914351404, 0.023684460183980294, 0.09740539942079353];stop
('high_school_government_and_politics', 7);1159;[0.04789415274377198, 0.10963080744151049, 0.03240680477967576, 0.8100682225692555];stop
('high_school_government_and_politics', 8);619;[0.5001943777648892, 0.3437782126585509, 0.012719315184949483, 0.14330808005031132];stop
('high_school_government_and_politics', 9);246;[0.21014848342643233, 0.03709340628280714, 0.6678504792329609, 0.08490765257495764];stop
('high_school_government_and_politics', 10);367;[0.27549287549129914, 0.0741478927002687, 0.04862737523487751, 0.6017317620220217];stop
('high_school_government_and_politics', 11);417;[0.8191060854411548, 0.06516768454332776, 0.019414616500115892, 0.0963115943918528];stop
('high_school_government_and_politics', 12);453;[0.49312068957064525, 0.4351774811464742, 0.01972731196448268, 0.05197454449200598];stop
('high_school_government_and_politics', 13);380;[0.2518490339291433, 0.08435886957389237, 0.020673030067921053, 0.6431190380647928];stop
('high_school_government_and_politics', 14);243;[0.16576200411867612, 0.05215933502021765, 0.027486038056013636, 0.7545926591016018];stop
('high_school_government_and_politics', 15);353;[0.2784124269945677, 0.04138231288965627, 0.01232852970410989, 0.6678767324592411];stop
('high_school_government_and_politics', 16);484;[0.1990962422376894, 0.5328091737880641, 0.05615767375670957, 0.21193684665338824];stop
('high_school_government_and_politics', 17);497;[0.20930209386033985, 0.06689695927471136, 0.03752579316618917, 0.6862751451333065];stop
('high_school_government_and_politics', 18);321;[0.36505631051378323, 0.14295810525107022, 0.2670809022174821, 0.2249046685447461];stop
('high_school_government_and_politics', 19);651;[0.9662603969029495, 0.029178532647521738, 0.002889066657293393, 0.0016720635026732063];stop
('high_school_government_and_politics', 20);4859;[0.0316591512531105, 0.21635103399222338, 0.042602044535568234, 0.7093877511649117];stop
('high_school_government_and_politics', 21);361;[0.1866531800060075, 0.04433401620179889, 0.007351300545097854, 0.7616615312418707];stop
('high_school_government_and_politics', 22);292;[0.09761428403976795, 0.05920605609601683, 0.025865210338178034, 0.8173144301787157];stop
('high_school_government_and_politics', 23);510;[0.16223248649848385, 0.1205609468798045, 0.055196823608349904, 0.6620097928787052];stop
('high_school_government_and_politics', 24);1238;[0.1492682758128531, 0.11267361933590071, 0.025938940012210605, 0.7121191164354703];stop
('high_school_government_and_politics', 25);289;[0.4570732581294208, 0.2860291532039288, 0.019771049868686223, 0.23712649665453972];stop
('high_school_government_and_politics', 26);291;[0.41152330605424847, 0.0862599710270368, 0.3306682660137408, 0.17154843650655097];stop
('high_school_government_and_politics', 27);452;[0.2201717167236858, 0.10400174244186411, 0.0583396901460064, 0.6174868314308506];stop
('high_school_government_and_politics', 28);503;[0.6525783353173574, 0.07554142536507988, 0.008214748909305685, 0.26366548201963586];stop
('high_school_government_and_politics', 29);3229;[0.2670519625666119, 0.6209143788717087, 0.07415765172827507, 0.03787602233540961];stop
('high_school_government_and_politics', 30);459;[0.38735295434049316, 0.5635952229924137, 0.016755242341166203, 0.03229657491738122];stop
('high_school_government_and_politics', 31);613;[0.28182008550106835, 0.4503472411781922, 0.06799225982917201, 0.1998403649638438];stop
('high_school_government_and_politics', 32);423;[0.2924906575907584, 0.1801982666874091, 0.22078353156131109, 0.3065275773290427];stop
('high_school_government_and_politics', 33);388;[0.8273425331573899, 0.07576176209215121, 0.03309786263970264, 0.06379780003074237];stop
('high_school_government_and_politics', 34);285;[0.14464275011712216, 0.06418483128720276, 0.03329865181044873, 0.7578737993752872];stop
('high_school_government_and_politics', 35);374;[0.2667003529945421, 0.10282214568287942, 0.029459037961602243, 0.6010184874117485];stop
('high_school_government_and_politics', 36);607;[0.19169853535362819, 0.1218510173123491, 0.5546981044029254, 0.13175236381458555];stop
('high_school_government_and_politics', 37);791;[0.11649500601688975, 0.09072640190986177, 0.7478657362595676, 0.044912825744335194];stop
('high_school_government_and_politics', 38);550;[0.7009350610908114, 0.03435646721423002, 0.22756030382293296, 0.03714819841175316];stop
('high_school_government_and_politics', 39);278;[0.4125161481006363, 0.151756210037458, 0.30180326114329303, 0.13392438530603398];stop
('high_school_government_and_politics', 40);529;[0.9119072117449061, 0.056502693548778425, 0.01462490372873652, 0.016965185126645365];stop
('high_school_government_and_politics', 41);486;[0.48327982729229946, 0.35357505372696396, 0.0586284913454461, 0.10451658624521408];stop
('high_school_government_and_politics', 42);388;[0.37547501218214796, 0.39969106993001224, 0.036033247097328566, 0.18880069286420773];stop
('high_school_government_and_politics', 43);624;[0.7956755904072677, 0.13401362761899335, 0.029438887176328882, 0.04087184719625348];stop
('high_school_government_and_politics', 44);1349;[0.07466016626834024, 0.7779767975171453, 0.03873318400659796, 0.10862990093440249];stop
('high_school_government_and_politics', 45);358;[0.20405901225380763, 0.11810030986787788, 0.5460902350590817, 0.13175041627187464];stop
('high_school_government_and_politics', 46);1290;[0.8052367661775395, 0.10237435729882242, 0.048358222246321685, 0.044030662413194366];stop
('high_school_government_and_politics', 47);387;[0.3759991604879539, 0.12594392792491185, 0.283819056650928, 0.21423786375928203];stop
('high_school_government_and_politics', 48);457;[0.3269812889011478, 0.14063289994596354, 0.37051834170013265, 0.16186747562926415];stop
('high_school_government_and_politics', 49);754;[0.2528560532327415, 0.606570139030053, 0.028369662921960106, 0.11220419345974739];stop
('high_school_government_and_politics', 50);535;[0.16497903646956633, 0.08040436084898328, 0.037980330759578844, 0.7166362675122822];stop
('high_school_government_and_politics', 51);288;[0.15472035468367232, 0.027309768080339313, 0.007293121946644446, 0.8106767306781579];stop
('high_school_government_and_politics', 52);359;[0.4889058173591994, 0.1073983489211077, 0.17985838815517385, 0.22383738060951316];stop
('high_school_government_and_politics', 53);382;[0.16438678698950202, 0.043558162251833135, 0.007809546299131636, 0.7842454759955206];stop
('high_school_government_and_politics', 54);311;[0.11841259235654948, 0.05770968850733882, 0.05173063044469764, 0.7721470733146668];stop
('high_school_government_and_politics', 55);364;[0.1497743079727935, 0.06146724481564849, 0.028141755332787177, 0.7606166968895071];stop
('high_school_government_and_politics', 56);628;[0.37436954618171836, 0.14891391703471982, 0.37436954618171836, 0.10234692644002613];stop
('high_school_government_and_politics', 57);379;[0.33101142631439945, 0.11988440832392103, 0.2659751531926331, 0.2831290767833868];stop
('high_school_government_and_politics', 58);531;[0.8502998788005919, 0.08160080771264189, 0.029553854059128422, 0.03854549224010305];stop
('high_school_government_and_politics', 59);774;[0.23695785512950313, 0.24447970488499227, 0.06181414976558515, 0.4567482475499258];stop
('high_school_government_and_politics', 60);470;[0.0853367834839563, 0.08142892765276044, 0.036133867608699306, 0.7971003903529924];stop
('high_school_government_and_politics', 61);390;[0.4282589813846425, 0.5165789379323725, 0.011412714599836971, 0.043749406617061705];stop
('high_school_government_and_politics', 62);951;[0.24302361073904924, 0.3427182229658588, 0.03785578170661644, 0.376402331596107];stop
('high_school_government_and_politics', 63);503;[0.4785632427921423, 0.2902632966659754, 0.06578641977343641, 0.16538704109004937];stop
('high_school_government_and_politics', 64);501;[0.4590500453567575, 0.3155001746022089, 0.024905704026469366, 0.20054411257603594];stop
('high_school_government_and_politics', 65);573;[0.16261803440673692, 0.1286414534142226, 0.04515739725096919, 0.6635831480669376];stop
('high_school_government_and_politics', 66);303;[0.8928065845098943, 0.04047239264068938, 0.016352324826881967, 0.05036870645074246];stop
('high_school_government_and_politics', 67);355;[0.33990834529910674, 0.397393116496139, 0.06287672904909389, 0.19982180784254355];stop
('high_school_government_and_politics', 68);450;[0.44475458678530566, 0.06610686767160151, 0.030265929462280565, 0.45887261287072667];stop
('high_school_government_and_politics', 69);371;[0.37143229041385245, 0.1700541043267188, 0.27174568495952695, 0.186767895830392];stop
('high_school_government_and_politics', 70);277;[0.40345859726548056, 0.08325838244595987, 0.16818655568804594, 0.3450964053636868];stop
('high_school_government_and_politics', 71);339;[0.9719613862271214, 0.012427866306495975, 0.009831251437380898, 0.0057794945688767075];stop
('high_school_government_and_politics', 72);452;[0.4650080698241033, 0.2128961951688963, 0.20634606785125637, 0.11574965359852811];stop
('high_school_government_and_politics', 73);421;[0.36779419761569376, 0.11940529373601945, 0.3915148853840462, 0.1212856535054819];stop
('high_school_government_and_politics', 74);323;[0.21957840150165758, 0.16574647319489366, 0.37351544320259444, 0.24115969550181612];stop
('high_school_government_and_politics', 75);330;[0.8663877625157005, 0.04180778956400455, 0.03465987491531843, 0.05714447301269131];stop
('high_school_government_and_politics', 76);383;[0.13094603966030768, 0.07119412687838463, 0.020397458858930188, 0.7774624115023953];stop
('high_school_government_and_politics', 77);615;[0.24079437811064003, 0.06380415837035813, 0.020076869202265958, 0.6753245541295408];stop
('high_school_government_and_politics', 78);3150;[0.26075524408271833, 0.20952272482826506, 0.48715493063679094, 0.0425671285197372];stop
('high_school_government_and_politics', 79);276;[0.9042456268107302, 0.04718028684531629, 0.024476810368940193, 0.024097332597478656];stop
('high_school_government_and_politics', 80);407;[0.27905810996306857, 0.5907660586401178, 0.03957885613067514, 0.09059690393586789];stop
('high_school_government_and_politics', 81);389;[0.30904408414064477, 0.5596065423510888, 0.03257300682385551, 0.09877642212785682];stop
('high_school_government_and_politics', 82);342;[0.20730907108304134, 0.14248130195148986, 0.03129898837461128, 0.6189106003519999];stop
('high_school_government_and_politics', 83);320;[0.17245644632489782, 0.09673929884299726, 0.027074226387102492, 0.7037299925783504];stop
('high_school_government_and_politics', 84);974;[0.3578211917050366, 0.2875174048793178, 0.253733219245159, 0.10092810151092123];stop
('high_school_government_and_politics', 85);459;[0.10090541252570046, 0.05401077525380444, 0.038902502041761246, 0.8061812780904887];stop
('high_school_government_and_politics', 86);417;[0.18647757040619525, 0.02603810301844718, 0.0023843724497743315, 0.7850999078526394];stop
('high_school_government_and_politics', 87);293;[0.23047291647035947, 0.06500787885465437, 0.03762367384105334, 0.666895516215104];stop
('high_school_government_and_politics', 88);559;[0.2972206640719225, 0.14485378286362902, 0.4900340017386925, 0.06789160163168913];stop
('high_school_government_and_politics', 89);314;[0.1145119208410277, 0.07748264143003201, 0.061293814331822016, 0.7467115896871173];stop
('high_school_government_and_politics', 90);4335;[0.10480959151784366, 0.7990273699282366, 0.024128538011908993, 0.07203450856467518];stop
('high_school_government_and_politics', 91);470;[0.18346844899076445, 0.07890879663747243, 0.05595471554432709, 0.6816680248222249];stop
('high_school_government_and_politics', 92);564;[0.2436243636337721, 0.214997746300947, 0.3329950236089614, 0.20838296105239132];stop
('high_school_government_and_politics', 93);235;[0.17394306391455328, 0.019823201146523882, 0.02667503279952159, 0.7795586819416491];stop
('high_school_government_and_politics', 94);709;[0.9662992445722529, 0.02069151159570718, 0.0057458252540019345, 0.007263403701151592];stop
('high_school_government_and_politics', 95);424;[0.5026143044977885, 0.15570263871047255, 0.19077086078495006, 0.1509121721338529];stop
('high_school_government_and_politics', 96);814;[0.39751929069110453, 0.4101379075242665, 0.026632132166545096, 0.1657106943786619];stop
('high_school_government_and_politics', 97);925;[0.372050551421931, 0.09705517359541056, 0.03800735207805627, 0.4928869000004442];stop
('high_school_government_and_politics', 98);432;[0.7660205292644889, 0.09587871713670448, 0.11385879378146858, 0.024241936087121982];stop
('high_school_government_and_politics', 99);200;[0.42467170168031226, 0.06512551473116364, 0.22731038169299442, 0.2828923407209176];stop
('high_school_government_and_politics', 100);314;[0.3553676880851685, 0.323565962101214, 0.05282069759258822, 0.2682456042339623];stop
('high_school_government_and_politics', 101);504;[0.37310148715800606, 0.08724546523768316, 0.02968377455891256, 0.5099692685559306];stop
('high_school_government_and_politics', 102);4921;[0.027432629153624554, 0.9084438789953038, 0.0399142398989287, 0.02420921025782554];stop
('high_school_government_and_politics', 103);1411;[0.8663918679638459, 0.09421573495085839, 0.021689693749972355, 0.017702616327098877];stop
('high_school_government_and_politics', 104);598;[0.8535325142884546, 0.11551305940904989, 0.019153942939309283, 0.011800404735066296];stop
('high_school_government_and_politics', 155);527;[0.2888826113961096, 0.47628690614416513, 0.05961428922575075, 0.1752161608695907];stop
('high_school_government_and_politics', 156);561;[0.32176366745912477, 0.14056813587645367, 0.023491295382792158, 0.51417687655911];stop
('high_school_government_and_politics', 157);566;[0.7867639656315439, 0.12843569631903462, 0.04438618894864293, 0.04041408493991135];stop
('high_school_government_and_politics', 158);622;[0.2298008003235088, 0.25238680422615556, 0.39090435266062534, 0.12690805502808075];stop
('high_school_government_and_politics', 159);347;[0.8960519440570303, 0.05055178884207101, 0.016411762976956647, 0.03698447878806961];stop
('high_school_government_and_politics', 160);329;[0.20330007773547437, 0.08881522633205347, 0.020129433617220156, 0.68775525690131];stop
('high_school_government_and_politics', 161);351;[0.8304015033277851, 0.05739943310653287, 0.033743385977745476, 0.07845572297187643];stop
('high_school_government_and_politics', 162);305;[0.7230541435484175, 0.06220025359922216, 0.08909774957786146, 0.12564796610799148];stop
('high_school_government_and_politics', 163);579;[0.37624742511023884, 0.08265059080181751, 0.026832718232435382, 0.5142692559096209];stop
('high_school_government_and_politics', 164);477;[0.34176627322327313, 0.11095526386180352, 0.050011455630835644, 0.4972669933459209];stop
('high_school_government_and_politics', 165);268;[0.1856786782237005, 0.024739286439320076, 0.007845616939173836, 0.7817364227859516];stop
('high_school_government_and_politics', 166);671;[0.9005807516522498, 0.04626056783984119, 0.03717141053098659, 0.0159872244544089];stop
('high_school_government_and_politics', 167);269;[0.8508261315682093, 0.04800032859305377, 0.038569347569011175, 0.06260423055498146];stop
('high_school_government_and_politics', 168);369;[0.41357981176589237, 0.40085529867197345, 0.028587670143104156, 0.15697719044315359];stop
('high_school_government_and_politics', 169);1431;[0.42687166223687417, 0.42687166223687417, 0.02771873147612573, 0.11853797948755362];stop
('high_school_government_and_politics', 170);737;[0.3039215471014955, 0.16523927903088426, 0.0451739051012543, 0.48566522046224303];stop
('high_school_government_and_politics', 171);255;[0.5619255141993789, 0.16610486472147512, 0.12538252997479618, 0.14658702862093503];stop
('high_school_government_and_politics', 172);230;[0.41370276596117567, 0.37668065493922975, 0.026037109762588287, 0.18357950051056482];stop
('high_school_government_and_politics', 173);663;[0.8993531833608921, 0.030774169963649328, 0.0414111720448515, 0.02846145456859486];stop
('high_school_government_and_politics', 174);212;[0.21014294708439935, 0.04336544819743645, 0.013020665656038549, 0.7334709335571721];stop
('high_school_government_and_politics', 175);300;[0.5086587065399083, 0.2898250119112029, 0.05115715338043959, 0.15035923541508917];stop
('high_school_government_and_politics', 176);594;[0.2553817086421299, 0.05188394111599003, 0.06065847261867632, 0.6320757993030431];stop
('high_school_government_and_politics', 177);5390;[0.2741778396075242, 0.17702251812178094, 0.4964719296882959, 0.05232776264383386];stop
('high_school_government_and_politics', 178);228;[0.46368838883411284, 0.017425993821423815, 0.009623547784406956, 0.5092620671897833];stop
('high_school_government_and_politics', 179);969;[0.2601930050149283, 0.3289147776157811, 0.03231353499690377, 0.3785785884404313];stop
('high_school_government_and_politics', 180);1512;[0.9163013664948033, 0.037820273916399805, 0.022939155689026478, 0.022939155689026478];stop
('high_school_government_and_politics', 181);397;[0.35414908865728884, 0.20178806811103212, 0.26318125541114473, 0.1808816552228283];stop
('high_school_government_and_politics', 182);545;[0.23440367688111285, 0.11423922835041043, 0.04336032029288767, 0.607996857963958];stop
('high_school_government_and_politics', 183);282;[0.16009950922271932, 0.03303840109772713, 0.01882471350205619, 0.7880374265550156];stop
('high_school_government_and_politics', 184);412;[0.26457566759756695, 0.09733194874335421, 0.041861949517569885, 0.5962304352431712];stop
('high_school_government_and_politics', 185);412;[0.8730555012153529, 0.06945985951521119, 0.033852031921710046, 0.023632526975771322];stop
('high_school_government_and_politics', 186);368;[0.8094407035503318, 0.11844735075602154, 0.01788287097647716, 0.0542291487895709];stop
('high_school_government_and_politics', 187);461;[0.8898198936394665, 0.06445833882049459, 0.024465625837659818, 0.021256104088652084];stop
('high_school_government_and_politics', 188);717;[0.47385715755078034, 0.10573182975389334, 0.2616887918825698, 0.15872227557993712];stop
('high_school_government_and_politics', 189);407;[0.13693375582909223, 0.06778713271718319, 0.031523944313265266, 0.763755189019229];stop
('high_school_government_and_politics', 190);535;[0.795917926537864, 0.03134708224376371, 0.1094120677464978, 0.06332284676405402];stop
('high_school_government_and_politics', 191);258;[0.31679678508329256, 0.3821298650867848, 0.07643079042385685, 0.22464255887885456];stop
('high_school_government_and_politics', 192);317;[0.5008091901371207, 0.3663998306244279, 0.02781568447420476, 0.1049752965286285];stop
('high_school_macroeconomics', 0);711;[0.3351177215546743, 0.5355165942421928, 0.041944901069625506, 0.08742068085466527];stop
('high_school_macroeconomics', 1);580;[0.21027485688680533, 0.07497580918053041, 0.0359737863849483, 0.6787755324743765];stop
('high_school_macroeconomics', 2);603;[0.16716592270403466, 0.09231780140220407, 0.036721484316896306, 0.7037948224523919];stop
('high_school_macroeconomics', 3);308;[0.4627059059533272, 0.13256744578789628, 0.19288451847287796, 0.2118422004341922];stop
('high_school_macroeconomics', 4);566;[0.24734704671308805, 0.5574051742823944, 0.030479136424693114, 0.16476865479430072];stop
('high_school_macroeconomics', 5);514;[0.3442404672658222, 0.4284141578836375, 0.04308674658159142, 0.18425864426274868];stop
('high_school_macroeconomics', 6);519;[0.13485555904681787, 0.06780963355366483, 0.045170954135918664, 0.752163848047023];stop
('high_school_macroeconomics', 7);652;[0.1352733135861761, 0.10052659073107732, 0.02140334625568183, 0.742796684757368];stop
('high_school_macroeconomics', 8);212;[0.47923049839855414, 0.04671459995968245, 0.023859483009870293, 0.45019539029421424];stop
('high_school_macroeconomics', 9);352;[0.8403593233609319, 0.06898089904113991, 0.035231995780722156, 0.055427709532922];stop
('high_school_macroeconomics', 10);573;[0.5254152534872734, 0.31868046032071645, 0.018841538157062153, 0.13706275806064816];stop
('high_school_macroeconomics', 11);1203;[0.24786205500121322, 0.17035293302143212, 0.05706108505144276, 0.5247239432792349];stop
('high_school_macroeconomics', 162);908;[0.12230439461645713, 0.08809255077204163, 0.02859946396403401, 0.7610035817912637];stop
('high_school_macroeconomics', 163);408;[0.3929684527328723, 0.1025119396411121, 0.2875018445659032, 0.21701777792323182];stop
('high_school_macroeconomics', 164);780;[0.931289413925763, 0.04156236901875372, 0.012095338941974128, 0.015052892523533088];stop
('high_school_macroeconomics', 165);236;[0.45627753680613403, 0.05892268368536554, 0.2945949192810287, 0.19020477552693998];stop
('high_school_macroeconomics', 166);392;[0.2813569819044588, 0.1003209213845022, 0.29950294821514883, 0.3188192288045885];stop
('high_school_macroeconomics', 167);342;[0.6988580106999199, 0.1559362952012224, 0.015929893534116175, 0.12927574471385678];stop
('high_school_macroeconomics', 168);498;[0.3249586638360633, 0.4305002850669137, 0.056469348473180275, 0.18807164601275386];stop
('high_school_macroeconomics', 169);272;[0.3265943765105246, 0.09654112480253371, 0.03840140630003274, 0.5384630954439481];stop
('high_school_macroeconomics', 170);263;[0.29220220076955417, 0.07388028633583145, 0.034357523897872014, 0.599559986899111];stop
('high_school_macroeconomics', 171);379;[0.02962512043745614, 0.016879884805847557, 0.002629378916414243, 0.9508656394776358];stop
('high_school_macroeconomics', 172);818;[0.20752740323839056, 0.11108141431421745, 0.04216174927650517, 0.6392294421681397];stop
('high_school_macroeconomics', 173);383;[0.40866922900605956, 0.2897898768601218, 0.020666850233375, 0.28087397966763733];stop
('high_school_macroeconomics', 174);479;[0.9305543741140686, 0.03442921663338921, 0.01135355061643919, 0.023662831469300212];stop
('high_school_macroeconomics', 175);445;[0.9583385974290001, 0.01648913002272389, 0.01015865830981689, 0.015013523735832701];stop
('high_school_macroeconomics', 176);364;[0.19593198080836471, 0.6424361938806284, 0.035128668458755244, 0.12650319468901872];stop
('high_school_macroeconomics', 177);487;[0.26964945798490053, 0.4308986326250847, 0.053933284564460046, 0.24551862543576214];stop
('high_school_macroeconomics', 178);3841;[0.9472256930986566, 0.030448522279911603, 0.014382863505419825, 0.007942971611228386];stop
('high_school_macroeconomics', 179);1369;[0.033085073564536445, 0.9371396661182471, 0.006314398294918071, 0.023460830211008928];stop
('high_school_macroeconomics', 180);1689;[0.9707741546835816, 0.01618918818683374, 0.007528671687707364, 0.005508093871934798];stop
('high_school_macroeconomics', 181);841;[0.9625068330590196, 0.01656084331180791, 0.011928327962770997, 0.009003974331812407];stop
('high_school_macroeconomics', 182);335;[0.7878064468121702, 0.08303419725998161, 0.05115588492732038, 0.07800340956625765];stop
('high_school_macroeconomics', 183);3370;[0.9408725535178829, 0.025073402485094976, 0.021446417655324304, 0.012607701542590749];stop
('high_school_macroeconomics', 184);344;[0.2924647172441245, 0.06324993840663616, 0.005483708764004251, 0.6388016725395771];stop
('high_school_macroeconomics', 185);447;[0.22697927473608506, 0.10890584619774626, 0.02753571013341205, 0.6365791184257747];stop
('high_school_macroeconomics', 186);686;[0.20013825299886806, 0.16853330612602913, 0.05220917645102122, 0.5791192371511464];stop
('high_school_macroeconomics', 187);729;[0.2533265370746467, 0.14434110987369508, 0.4309229813278078, 0.17140930911565];stop
('high_school_macroeconomics', 188);379;[0.09500655814210754, 0.02721983464089036, 0.004109580364878504, 0.8736639872500669];stop
('high_school_macroeconomics', 189);3284;[0.02542456947313272, 0.014486486465816264, 0.0060388660061855455, 0.9540500340006292];stop
('high_school_macroeconomics', 190);308;[0.8304895486255238, 0.05651551967422455, 0.04266015237709358, 0.07033470063542281];stop
('high_school_macroeconomics', 191);357;[0.2114742981367187, 0.4407502856112822, 0.058724291707058535, 0.28905109427636616];stop
('high_school_macroeconomics', 192);402;[0.21398168066819856, 0.14033261230099014, 0.045559328834359154, 0.6001264286278457];stop
('high_school_macroeconomics', 193);1950;[0.3343076546547738, 0.0545742244013995, 0.5511801083343028, 0.05993805970388182];stop
('high_school_macroeconomics', 194);242;[0.2190460304026036, 0.056255673162303434, 0.5593536674066956, 0.1653446184063733];stop
('high_school_macroeconomics', 195);786;[0.48417920001139125, 0.22871005961828317, 0.04365007353522168, 0.2434605911624357];stop
('high_school_macroeconomics', 196);322;[0.5596585788030168, 0.0757415522781064, 0.28141400630449515, 0.08318582137089262];stop
('high_school_macroeconomics', 197);1333;[0.19432372074553952, 0.18255024168287784, 0.48095579924566695, 0.14217027117249947];stop
('high_school_macroeconomics', 198);2805;[0.3152576422013822, 0.5889788155923463, 0.04266548229983076, 0.05309805062967781];stop
('high_school_macroeconomics', 199);395;[0.44109519800726166, 0.031457446275788635, 0.011754786063734788, 0.5156925325070796];stop
('high_school_macroeconomics', 200);275;[0.6749487609399194, 0.057161860269330664, 0.17065377190496367, 0.09723559979838291];stop
('high_school_macroeconomics', 201);376;[0.270604267563429, 0.4603133652501092, 0.05164572208936729, 0.21743663752380965];stop
('high_school_macroeconomics', 202);339;[0.24367658726291044, 0.06981451113334454, 0.024127249443366108, 0.6623816589181958];stop
('high_school_macroeconomics', 203);423;[0.12473860857869654, 0.09415764165220587, 0.04049669704992124, 0.7406071311051151];stop
('high_school_macroeconomics', 204);406;[0.4947678740062194, 0.10868606531880895, 0.32958645805059134, 0.06695954238280845];stop
('high_school_macroeconomics', 205);344;[0.34400770397692215, 0.5671728526376001, 0.014422497168489264, 0.07439688349133555];stop
('high_school_macroeconomics', 206);1179;[0.8489904462114893, 0.08406144526340385, 0.03504202384959691, 0.03190612579878426];stop
('high_school_macroeconomics', 207);4190;[0.04600164153992354, 0.19367414492384252, 0.06287678901304408, 0.6974474088155347];stop
('high_school_macroeconomics', 208);688;[0.43838059331844487, 0.48146689144097615, 0.016997858208420265, 0.06315470482389333];stop
('high_school_macroeconomics', 209);1458;[0.29549127390068536, 0.6658998452077788, 0.00935128781503675, 0.02925759817067581];stop
('high_school_macroeconomics', 210);616;[0.46760608579048996, 0.04487479614496709, 0.46760608579048996, 0.01991307007976596];stop
('high_school_macroeconomics', 211);490;[0.24141785114981199, 0.07961115763764486, 0.5613133211577259, 0.1176576638742606];stop
('high_school_macroeconomics', 62);221;[0.13823517656629783, 0.032324692527751095, 0.00870007296763774, 0.820740008682144];stop
('high_school_macroeconomics', 63);753;[0.21135617327214426, 0.05428074804726138, 0.019354396754904142, 0.7150086964929963];stop
('high_school_macroeconomics', 64);463;[0.059865166133313726, 0.03805261480935582, 0.022369978229426567, 0.8797122600638424];stop
('high_school_macroeconomics', 65);332;[0.8117265599982365, 0.08966124096168142, 0.034031568508422254, 0.06458056921397301];stop
('high_school_macroeconomics', 66);324;[0.34357893614699386, 0.10478565521691043, 0.3227625407240431, 0.22887291308662155];stop
('high_school_macroeconomics', 67);640;[0.5027782921830171, 0.32461806346789707, 0.039380643786432065, 0.13322300070078824];stop
('high_school_macroeconomics', 68);832;[0.45881239005504787, 0.09468129947346472, 0.3629504741983857, 0.0835559535180171];stop
('high_school_macroeconomics', 69);592;[0.5927519528451541, 0.03559752167241096, 0.32734871829765144, 0.0443018315079548];stop
('high_school_macroeconomics', 70);2094;[0.8314248648290221, 0.13155050667352292, 0.020814312666704197, 0.01621020686873632];stop
('high_school_macroeconomics', 71);420;[0.05579493642336314, 0.02117736918370596, 0.022543192150512828, 0.9004845576781002];stop
('high_school_macroeconomics', 72);399;[0.365173871836561, 0.10964507973009838, 0.3887255631115997, 0.13645550644172413];stop
('high_school_macroeconomics', 73);294;[0.9801275665339996, 0.011410771968905746, 0.004263893963927818, 0.004197788415255805];stop
