id;confidence_per_choice
('college_medicine', 0);[1.026187963170189e-10, 1.0, 2.7894680928689246e-10, 6.691586091292782e-10]
('college_medicine', 1);[8.939673916649299e-06, 2.2603035397118435e-06, 2.1024097920735177e-07, 0.9999884368330701]
('college_medicine', 2);[1.4449802461092448e-07, 4.139937718785167e-08, 7.194133030325383e-09, 0.9999996423722521]
('college_medicine', 3);[2.3823673954981372e-07, 1.4449788680693535e-07, 8.315279260963632e-07, 0.9999988079084972]
('college_medicine', 4);[0.0006878796991638317, 0.9686065156570448, 0.0014562413345573534, 0.02924938212072685]
('college_medicine', 5);[4.59899397504831e-10, 1.3007123989067183e-05, 3.850690510159442e-09, 0.9999870063564401]
('college_medicine', 6);[0.9999991655356624, 5.043471815847051e-07, 1.186112015134383e-08, 1.6373755690670415e-07]
('college_medicine', 7);[1.522997974471263e-08, 3.581747930283181e-10, 1.0, 6.34880011604368e-09]
('college_medicine', 8);[1.0, 4.691164021834418e-08, 7.582560427911907e-10, 4.363462252943702e-09]
('college_medicine', 9);[1.0, 1.7257827987960214e-08, 9.056076989672867e-11, 8.152020714470167e-09]
('college_medicine', 10);[0.9999994039539004, 4.139937718785167e-08, 6.023573837886479e-08, 5.043471815847051e-07]
('college_medicine', 11);[0.6224593298742985, 0.377540667992942, 1.2829839967038297e-09, 1.1099986489963063e-11]
('college_medicine', 12);[9.736126031979503e-10, 0.9999921322487634, 1.5229863549631703e-08, 7.88926463665814e-06]
('college_medicine', 13);[8.76373002398104e-08, 0.9999414716651684, 6.825199805302815e-08, 5.829127258796956e-05]
('college_medicine', 14);[0.9999988079084972, 3.224180587614433e-08, 8.76423150298272e-08, 1.0677029917933763e-06]
('college_medicine', 15);[1.853695246259141e-07, 0.0009110483635725057, 2.8996672362701282e-06, 0.9990859050225344]
('college_medicine', 16);[4.363462252943702e-09, 3.6534822137210456e-08, 1.0, 3.398267819495071e-09]
('college_medicine', 17);[4.363462252943702e-09, 1.0, 2.7894680928689246e-10, 3.850741922767617e-09]
('college_medicine', 18);[1.1253496007565217e-07, 0.9999980926550052, 1.7603429545652396e-06, 2.9989551047989332e-09]
('college_medicine', 19);[1.6052280551856116e-09, 0.9999997615814777, 1.2501528663867426e-09, 7.194133030325383e-09]
('college_medicine', 20);[2.061153622438558e-09, 1.4166087866431961e-09, 0.9999998807907247, 6.691586091292782e-10]
('college_medicine', 21);[1.7257795071296986e-08, 1.370956471489639e-06, 9.237432042950414e-09, 0.9999984502816872]
('college_medicine', 22);[2.9989608248573072e-09, 2.215948977336598e-08, 7.582560427911907e-10, 0.9999998807907247]
('college_medicine', 23);[6.023573837886479e-08, 0.9999998807907247, 8.592166619174109e-10, 1.3440409951135022e-08]
('college_medicine', 24);[1.522997974471263e-08, 1.0, 8.592166619174109e-10, 3.850741922767617e-09]
('college_medicine', 25);[4.139937718785167e-08, 1.1253517471925912e-07, 4.691164021834418e-08, 0.9999998807907247]
('college_medicine', 26);[0.11847254355856186, 0.8754002705372187, 0.00022870586626976436, 0.005898402032153322]
('college_medicine', 27);[3.2241867372567335e-08, 7.734421907141565e-08, 2.335593038799337e-09, 0.9999998807907247]
('college_medicine', 28);[2.382369667501818e-07, 7.194133030325383e-09, 1.9555681087850496e-08, 0.9999997615814777]
('college_medicine', 29);[1.7603429545652396e-06, 8.76423150298272e-08, 3.398261337819773e-09, 0.9999980926550052]
('college_medicine', 30);[2.646568590975319e-09, 2.561281443046568e-06, 1.6052249934589952e-09, 0.9999974966112362]
('college_medicine', 31);[3.398267819495071e-09, 1.0, 4.363462252943702e-09, 1.0467401794744658e-08]
('college_medicine', 32);[5.211402547917536e-10, 1.994729895832688e-06, 0.9999979734461775, 1.9171678570473336e-10]
('college_medicine', 33);[2.8453348089834e-08, 1.2751905914873347e-07, 5.602796437537268e-09, 0.9999998807907247]
('college_medicine', 34);[1.275186943143007e-07, 2.561281443046568e-06, 9.237432042950414e-09, 0.9999973774024795]
('college_medicine', 35);[1.8189616875530459e-09, 0.9999996423722521, 4.944450501938644e-09, 2.699578503363014e-07]
('college_medicine', 36);[0.9770209406505973, 1.7198959465913164e-06, 1.158856773207422e-08, 0.022977329065455805]
('college_medicine', 37);[7.338194195418315e-07, 7.734407154916583e-08, 1.7603412757721762e-06, 0.9999973774024795]
('college_medicine', 38);[1.067701973552941e-06, 1.8553878237411744e-07, 1.8553878237411744e-07, 0.9999984502816872]
('college_medicine', 39);[1.275189375371399e-07, 0.9999991655356624, 6.34880011604368e-09, 7.33820819192633e-07]
('college_medicine', 40);[0.00012140894769858432, 0.010928890397341446, 0.005162442282276558, 0.9837873325473494]
('college_medicine', 41);[6.144171336422507e-06, 0.9999933243243502, 5.043442956952399e-07, 5.3157548373442334e-08]
('college_medicine', 42);[3.0590173704000945e-07, 1.067701973552941e-06, 8.76423150298272e-08, 0.9999984502816872]
('college_medicine', 43);[1.317638860966227e-10, 1.0129987330277146e-05, 0.9999898673126559, 9.055990624604364e-11]
('college_medicine', 44);[1.5229950695859287e-08, 1.7603429545652396e-06, 0.9999980926550052, 1.1253496007565217e-07]
('college_medicine', 45);[0.4997721824073227, 1.0857244003608978e-10, 0.0004557331856954271, 0.4997721824073227]
('college_medicine', 46);[6.47594599989589e-07, 3.2241867372567335e-08, 0.9999994039539004, 3.850741922767617e-09]
('college_medicine', 47);[0.9999998807907247, 1.2751905914873347e-07, 9.736200313009565e-10, 7.194133030325383e-09]
('college_medicine', 48);[5.602796437537268e-09, 0.9999998807907247, 8.152020714470167e-09, 1.9555681087850496e-08]
('college_medicine', 49);[4.78509457496562e-06, 7.734377650551034e-08, 0.9999947548186582, 3.927844816012785e-07]
('college_medicine', 50);[4.4508482557577276e-07, 1.275189375371399e-07, 9.237449661970594e-09, 0.9999994039539004]
('college_medicine', 51);[2.8453348089834e-08, 2.1024318473456359e-07, 1.522997974471263e-08, 0.9999991655356624]
('college_medicine', 52);[4.138840277937003e-08, 0.9997339956414152, 0.00026118905214315963, 4.783844360744874e-06]
('college_medicine', 53);[6.82560337633487e-08, 1.6052280551856116e-09, 0.9999998807907247, 3.1608814543136926e-10]
('college_medicine', 54);[7.194133030325383e-09, 0.9999995231630692, 1.2501528663867426e-09, 1.1253517471925912e-07]
('college_medicine', 55);[2.9989608248573072e-09, 0.9999998807907247, 8.592166619174109e-10, 1.3440409951135022e-08]
('college_medicine', 56);[2.215948977336598e-08, 0.9999998807907247, 9.931194312156244e-08, 2.335593038799337e-09]
('college_medicine', 57);[1.0, 3.850741922767617e-09, 9.056076989672867e-11, 2.061153622438558e-09]
('college_medicine', 58);[5.602796437537268e-09, 3.775134544279098e-11, 1.0, 2.9989608248573072e-09]
('college_medicine', 59);[2.9989608248573072e-09, 2.9989608248573072e-09, 1.0, 3.850741922767617e-09]
('college_medicine', 60);[8.764248219443636e-08, 2.8453348089834e-08, 0.9999998807907247, 5.602796437537268e-09]
('college_medicine', 61);[3.398267819495071e-09, 6.82560337633487e-08, 3.398267819495071e-09, 0.9999998807907247]
('college_medicine', 62);[8.152020714470167e-09, 2.1024338523818466e-07, 9.237449661970594e-09, 0.9999996423722521]
('college_medicine', 63);[6.913542928923369e-13, 3.223787034903586e-08, 0.0001233946226544279, 0.999876633606226]
('college_medicine', 64);[0.777019153240466, 0.22261972129022123, 0.00015809874912420523, 0.00020300281222201835]
('college_medicine', 65);[0.1824254810736992, 7.552296798124349e-09, 1.9477648733240057e-07, 0.8175742724963551]
('college_medicine', 66);[6.605203543605327e-05, 0.9999324129015863, 3.058816082888209e-07, 1.2097852289126255e-06]
('college_medicine', 67);[8.152020714470167e-09, 4.363462252943702e-09, 2.1024338523818466e-07, 0.9999997615814777]
('college_medicine', 68);[2.7535162600391332e-05, 2.9021847862660946e-06, 1.6700920337309986e-05, 0.9999529145487657]
('college_medicine', 69);[9.237449661970594e-09, 3.927863545481039e-07, 2.061153622438558e-09, 0.9999996423722521]
('college_medicine', 70);[8.592166619174109e-10, 4.691164021834418e-08, 1.8189616875530459e-09, 0.9999998807907247]
('college_medicine', 71);[1.492237718736576e-10, 2.1433099785224584e-05, 0.000552766665360311, 0.999425741192825]
('college_medicine', 72);[1.370956471489639e-06, 3.224180587614433e-08, 0.9999980926550052, 3.9278560536830205e-07]
('college_medicine', 73);[0.9996646575567589, 0.0003353500342255387, 9.23434923188752e-09, 4.138548202423501e-08]
('college_medicine', 74);[0.9998990399290077, 9.61019366757723e-05, 6.824913414530194e-08, 4.784633691560806e-06]
('college_medicine', 75);[0.9996646575567589, 3.397127235008719e-09, 0.0003353500342255387, 2.788531844108998e-10]
('college_medicine', 76);[1.0, 1.7257827987960214e-08, 1.8189616875530459e-09, 1.7257827987960214e-08]
('college_medicine', 77);[1.3007074370921508e-05, 3.288703426546071e-06, 1.209846378736376e-06, 0.9999824765407688]
('college_medicine', 78);[0.999998927117538, 3.9278597995802437e-07, 4.139929822488149e-08, 6.47594599989589e-07]
('college_medicine', 79);[0.9999992847447459, 6.47594599989589e-07, 2.9989608248573072e-09, 9.931194312156244e-08]
('college_medicine', 80);[0.029312232836486894, 0.9706877714009485, 1.6423039540135797e-10, 9.96107700676523e-11]
('college_medicine', 81);[4.944450501938644e-09, 1.6052280551856116e-09, 1.0, 2.510999155743982e-08]
('college_medicine', 82);[2.5436559440810405e-13, 0.9999970197767496, 8.764214786553686e-08, 3.775120143311142e-11]
('college_medicine', 83);[0.9999998807907247, 8.764248219443636e-08, 3.1608814543136926e-10, 2.8453348089834e-08]
('college_medicine', 84);[0.9999997615814777, 1.4449802461092448e-07, 7.582560427911907e-10, 7.734421907141565e-08]
('college_medicine', 85);[9.736200313009565e-10, 0.9999998807907247, 2.335593038799337e-09, 2.215948977336598e-08]
('college_medicine', 86);[1.5224867999686346e-08, 8.312488345406497e-07, 0.999663823633758, 0.00033534971441097653]
('college_medicine', 87);[0.9999998807907247, 2.510999155743982e-08, 3.1608814543136926e-10, 6.34880011604368e-09]
('college_medicine', 88);[3.331544542166412e-11, 1.0, 1.3176514270095466e-10, 2.335593038799337e-09]
('college_medicine', 89);[4.691164021834418e-08, 9.931194312156244e-08, 1.8553913626159784e-07, 0.9999996423722521]
('college_medicine', 90);[1.0, 4.691164021834418e-08, 8.592166619174109e-10, 1.0467401794744658e-08]
('college_medicine', 91);[0.9999998807907247, 1.6373771305908126e-07, 1.026187963170189e-10, 5.905303998944039e-10]
('college_medicine', 92);[2.8453348089834e-08, 7.734421907141565e-08, 5.602796437537268e-09, 0.9999998807907247]
('college_medicine', 93);[0.9999936819476216, 1.8553789765836951e-07, 3.65346130838794e-08, 6.144171336422507e-06]
('college_medicine', 94);[0.00015843095280717874, 1.6698499572473963e-05, 1.6698499572473963e-05, 0.999808229037136]
('college_medicine', 95);[1.8189616875530459e-09, 2.699578503363014e-07, 2.061153622438558e-09, 0.9999995231630692]
('college_medicine', 96);[1.0812311326885733e-11, 0.9996646575567589, 2.2889663258638508e-11, 0.0003353500342255387]
('college_medicine', 97);[2.215948977336598e-08, 2.510999155743982e-08, 3.850741922767617e-09, 1.0]
('college_medicine', 98);[1.370956471489639e-06, 8.76423150298272e-08, 2.845329381943118e-08, 0.9999984502816872]
('college_medicine', 99);[3.8507198887086315e-09, 4.78509457496562e-06, 7.194091865283758e-09, 0.999995112442896]
('college_medicine', 100);[2.215948977336598e-08, 2.3823673954981372e-07, 2.215948977336598e-08, 0.9999994039539004]
('college_medicine', 101);[4.139929822488149e-08, 2.902312105056987e-06, 2.789462772385846e-10, 0.9999971389852362]
('college_medicine', 102);[4.139937718785167e-08, 6.82560337633487e-08, 0.9999998807907247, 3.850741922767617e-09]
('college_medicine', 103);[1.994727993510925e-06, 7.338194195418315e-07, 4.139929822488149e-08, 0.9999971389852362]
('college_medicine', 104);[1.186112015134383e-08, 5.3157852544244216e-08, 0.9999997615814777, 9.237449661970594e-09]
('college_medicine', 105);[0.9999997615814777, 3.2241867372567335e-08, 9.237449661970594e-09, 2.382369667501818e-07]
('college_medicine', 106);[0.9999996423722521, 3.059023205018258e-07, 5.602796437537268e-09, 3.398267819495071e-09]
('college_medicine', 107);[6.34880011604368e-09, 7.33820819192633e-07, 7.194133030325383e-09, 0.9999991655356624]
('college_medicine', 108);[1.2501528663867426e-09, 8.764248219443636e-08, 0.9999998807907247, 8.152020714470167e-09]
('college_medicine', 109);[4.539785156619626e-05, 9.93073970856393e-08, 1.0466922646083528e-08, 0.999954464125005]
('college_medicine', 110);[2.646573638909117e-09, 5.715002286213223e-07, 3.398267819495071e-09, 0.9999994039539004]
('college_medicine', 111);[2.2603250957489616e-06, 0.9999977350285647, 2.5109943663977427e-08, 1.20154028141878e-13]
('college_medicine', 112);[0.9999724634116024, 2.6465029687121047e-09, 2.7535687796947383e-05, 2.6465029687121047e-09]
('college_medicine', 113);[0.9999997615814777, 1.8553913626159784e-07, 2.061153622438558e-09, 6.82560337633487e-08]
('college_medicine', 114);[1.3176514270095466e-10, 8.315279260963632e-07, 7.582560427911907e-10, 0.9999991655356624]
('college_medicine', 115);[1.0677029917933763e-06, 9.931175369924415e-08, 0.9999988079084972, 8.592150230932485e-10]
('college_medicine', 116);[1.3440409951135022e-08, 1.0, 8.592166619174109e-10, 1.522997974471263e-08]
('college_medicine', 117);[1.7603429545652396e-06, 7.19411930861867e-09, 0.9999982118638471, 1.5737072090751337e-11]
('college_medicine', 118);[3.6534822137210456e-08, 2.8453348089834e-08, 3.398267819495071e-09, 1.0]
('college_medicine', 119);[1.0, 6.34880011604368e-09, 3.1608814543136926e-10, 4.363462252943702e-09]
('college_medicine', 120);[2.044804683195451e-06, 7.928568176149892e-08, 0.9046485647385526, 0.09534925509322502]
('college_medicine', 121);[4.944450501938644e-09, 1.2501528663867426e-09, 0.9999998807907247, 2.215948977336598e-08]
('college_medicine', 122);[3.398267819495071e-09, 0.9999998807907247, 5.602796437537268e-09, 1.7257827987960214e-08]
('college_medicine', 123);[0.00018855364438212383, 0.5620703246966826, 3.6399416269827954e-07, 0.4377408090149752]
('college_medicine', 124);[1.522997974471263e-08, 1.0, 1.103256032343554e-09, 2.8453348089834e-08]
('college_medicine', 125);[0.9999985694905718, 1.3709577789362383e-06, 4.363453930307876e-09, 2.0611496911037635e-09]
('college_medicine', 126);[3.9278523077893697e-07, 2.260322940135999e-06, 2.2159447507533765e-08, 0.9999973774024795]
('college_medicine', 127);[2.510999155743982e-08, 5.905303998944039e-10, 1.0, 1.4166087866431961e-09]
('college_medicine', 128);[1.026187963170189e-10, 0.9999998807907247, 1.4449802461092448e-07, 8.423463754468647e-12]
('college_medicine', 129);[2.382369667501818e-07, 0.9999995231630692, 1.8553913626159784e-07, 7.194133030325383e-09]
('college_medicine', 130);[6.47593982395546e-07, 1.067701973552941e-06, 1.8189582181622667e-09, 0.9999983310727032]
('college_medicine', 131);[7.027960097657575e-10, 0.5621678239779829, 1.5480112269832107e-05, 0.43781674153160083]
('college_medicine', 132);[5.422207002319895e-06, 1.5534883157335618e-06, 3.0589998666123755e-07, 0.9999926090786457]
('college_medicine', 133);[0.9999998807907247, 9.237449661970594e-09, 2.061153622438558e-09, 5.3157852544244216e-08]
('college_medicine', 134);[0.017986211314027313, 2.4658348072570544e-08, 4.5163339888991655e-10, 0.9820137577607906]
('college_medicine', 135);[0.9999995231630692, 1.9555681087850496e-08, 1.4166087866431961e-09, 4.691164021834418e-08]
('college_medicine', 136);[2.172439935079017e-10, 3.398267819495071e-09, 1.0, 2.510999155743982e-08]
('college_medicine', 137);[3.581747930283181e-10, 0.9999998807907247, 1.4449802461092448e-07, 1.6918979226151304e-10]
('college_medicine', 138);[1.9555681087850496e-08, 0.9999997615814777, 7.194133030325383e-09, 8.764248219443636e-08]
('college_medicine', 139);[5.043462196197153e-07, 2.0611496911037635e-09, 2.260322940135999e-06, 0.9999972581939645]
('college_medicine', 140);[6.1439896934171855e-06, 2.7535451457257516e-05, 2.260247494977415e-06, 0.9999640000901282]
('college_medicine', 141);[5.04347662567888e-07, 4.058652126475693e-10, 0.9999995231630692, 1.493094676197164e-10]
('college_medicine', 142);[1.0, 2.061153622438558e-09, 2.413362771833214e-12, 8.152020714470167e-09]
('college_medicine', 143);[5.829127258796956e-05, 1.955452483748492e-08, 0.9999417100552707, 2.5108506902582365e-08]
('college_medicine', 144);[5.602796437537268e-09, 1.0, 7.582560427911907e-10, 1.3440409951135022e-08]
('college_medicine', 145);[1.2751905914873347e-07, 9.931194312156244e-08, 8.152020714470167e-09, 0.9999997615814777]
('college_medicine', 146);[1.7257827987960214e-08, 1.0, 5.3157852544244216e-08, 3.850741922767617e-09]
('college_medicine', 147);[9.931194312156244e-08, 0.9999997615814777, 1.0467401794744658e-08, 6.023573837886479e-08]
('college_medicine', 148);[3.2241867372567335e-08, 1.7257827987960214e-08, 0.9999997615814777, 1.8553913626159784e-07]
('college_medicine', 149);[0.9980732443617326, 0.0019267342527389902, 1.951800762684284e-08, 2.0571828688617894e-09]
('college_medicine', 150);[1.103256032343554e-09, 1.3440409951135022e-08, 1.0, 4.363462252943702e-09]
('college_medicine', 151);[6.475927472092271e-07, 0.9999957084838798, 5.384919675876492e-13, 3.7266389560521204e-06]
('college_medicine', 152);[0.9999996423722521, 5.3157852544244216e-08, 5.602796437537268e-09, 3.4663274126619643e-07]
('college_medicine', 153);[1.6052280551856116e-09, 4.944450501938644e-09, 1.0, 2.510999155743982e-08]
('college_medicine', 154);[8.315263400842229e-07, 2.260322940135999e-06, 2.1024278372789506e-07, 0.9999966621509202]
('college_medicine', 155);[9.736200313009565e-10, 0.9999998807907247, 3.850741922767617e-09, 1.2751905914873347e-07]
('college_medicine', 156);[2.215948977336598e-08, 1.0, 4.058652126475693e-10, 1.186112015134383e-08]
('college_medicine', 157);[0.9999998807907247, 5.602796437537268e-09, 1.1253517471925912e-07, 1.0467401794744658e-08]
('college_medicine', 158);[6.47591512025264e-07, 1.955556918966588e-08, 0.9999946356109105, 4.785090011545999e-06]
('college_medicine', 159);[3.3306741007783865e-11, 8.589921721246593e-10, 0.0002611902975925828, 0.9997387615048174]
('college_medicine', 160);[2.8453348089834e-08, 1.6373771305908126e-07, 1.3440409951135022e-08, 0.9999996423722521]
('college_medicine', 161);[0.07459536545604985, 0.9087575214570818, 0.016644475840539054, 2.6375044398885044e-06]
('college_medicine', 162);[6.825460170979211e-08, 2.1444937927240387e-05, 9.237255854596904e-09, 0.9999784235841962]
('college_medicine', 163);[0.9999979734461775, 6.47593982395546e-07, 1.7832438895436006e-11, 1.370956471489639e-06]
('college_medicine', 164);[7.50204005456263e-11, 0.2689414052760013, 2.357070918232758e-08, 0.7310585348819939]
('college_medicine', 165);[0.9994884962916362, 0.00043052220913183514, 7.48135776977215e-05, 6.141072422366415e-06]
('college_medicine', 166);[7.33820819192633e-07, 0.9999992847447459, 5.602796437537268e-09, 3.398267819495071e-09]
('college_medicine', 167);[3.6534822137210456e-08, 9.931194312156244e-08, 4.944450501938644e-09, 0.9999997615814777]
('college_medicine', 168);[1.9477648733240057e-07, 0.8175742724963551, 0.1824254810736992, 7.404011253695284e-11]
('college_medicine', 169);[0.9999994039539004, 8.764248219443636e-08, 5.043471815847051e-07, 3.850741922767617e-09]
('college_medicine', 170);[0.00011598088653637088, 0.060079586642243964, 1.6543784945278969e-06, 0.9398027595697391]
('college_medicine', 171);[1.4166087866431961e-09, 1.4166087866431961e-09, 1.0, 2.335593038799337e-09]
('college_medicine', 172);[9.237449661970594e-09, 0.9999997615814777, 1.103256032343554e-09, 4.691164021834418e-08]
('college_physics', 0);[6.47594599989589e-07, 0.9999986886995842, 7.33820819192633e-07, 8.592150230932485e-10]
('college_physics', 1);[7.802573833667365e-06, 0.9890039641369932, 0.010986842043662116, 1.3558840241396358e-06]
('college_physics', 2);[2.382369667501818e-07, 1.7257827987960214e-08, 0.9999997615814777, 1.9555681087850496e-08]
('college_physics', 3);[0.9999977350285647, 2.2603250957489616e-06, 1.9171678570473336e-10, 7.19411930861867e-09]
('college_physics', 4);[1.2098648396679127e-06, 6.47593982395546e-07, 1.5229950695859287e-08, 0.9999982118638471]
('college_physics', 5);[0.9999829533624089, 3.0589706938554157e-07, 1.6701414089010932e-05, 5.3156940037059986e-08]
('college_physics', 6);[7.734421907141565e-08, 0.9999996423722521, 1.6373771305908126e-07, 7.734421907141565e-08]
('college_physics', 7);[0.9995676956785696, 1.7595859813341061e-06, 0.0004305562884523909, 1.5223387076026413e-08]
('college_physics', 8);[1.0, 4.139937718785167e-08, 3.1608814543136926e-10, 8.152020714470167e-09]
('college_physics', 9);[1.748560496625581e-06, 0.006692835307233859, 3.9015658364128387e-07, 0.9933050315812427]
('college_physics', 10);[9.237449661970594e-09, 3.581747930283181e-10, 6.34880011604368e-09, 1.0]
('college_physics', 11);[0.9999038073576505, 9.610239492660866e-05, 2.510759699621986e-08, 3.2238792695099094e-08]
('college_physics', 12);[6.34880011604368e-09, 2.382369667501818e-07, 6.82560337633487e-08, 0.9999996423722521]
('college_physics', 13);[1.6373771305908126e-07, 0.9999998807907247, 2.172439935079017e-10, 2.646573638909117e-09]
('college_physics', 14);[1.0, 1.8189616875530459e-09, 2.4616969518153846e-10, 5.3157852544244216e-08]
('college_physics', 15);[1.4166087866431961e-09, 2.699578503363014e-07, 2.646573638909117e-09, 0.9999996423722521]
('college_physics', 16);[1.067701973552941e-06, 5.714996835964923e-07, 1.3440384315611926e-08, 0.9999983310727032]
('college_physics', 17);[0.8421045795299925, 0.06912414707171768, 0.08875716174694702, 1.4064577463934292e-05]
('college_physics', 18);[8.764248219443636e-08, 0.9999992847447459, 6.47594599989589e-07, 1.9555681087850496e-08]
('college_physics', 19);[0.9997935721382175, 2.9017226106425657e-06, 0.00020342646013480465, 4.1390850057237525e-08]
('college_physics', 20);[2.061153622438558e-09, 7.991959892953932e-11, 1.0, 2.646573638909117e-09]
('college_physics', 21);[8.315104801291966e-07, 7.889151780629462e-06, 1.3007012348505584e-05, 0.9999783043793048]
('college_physics', 22);[0.18242550282051248, 0.8175744308728488, 2.9283432565732217e-10, 2.7783347256548583e-09]
('college_physics', 23);[3.581741098647678e-10, 3.398261337819773e-09, 1.7603429545652396e-06, 0.9999982118638471]
('college_physics', 24);[1.0467401794744658e-08, 0.9999998807907247, 8.152020714470167e-09, 3.2241867372567335e-08]
('college_physics', 25);[3.398267819495071e-09, 6.47594599989589e-07, 3.398267819495071e-09, 0.9999992847447459]
('college_physics', 26);[0.9999743706604208, 4.784994180739251e-06, 1.3006962730785783e-05, 7.889121685961138e-06]
('college_physics', 27);[2.9400777392844726e-11, 1.0, 1.2501528663867426e-09, 7.991959892953932e-11]
('college_physics', 28);[0.029308808631864764, 0.9705744496385316, 7.264927319173254e-05, 4.406401159662487e-05]
('college_physics', 29);[5.602262138708773e-09, 9.610239492660866e-05, 0.9999036881743856, 1.8552126578746053e-07]
('college_physics', 30);[1.994727993510925e-06, 7.338194195418315e-07, 3.6534752452633856e-08, 0.9999972581939645]
('college_physics', 31);[5.3157852544244216e-08, 4.139937718785167e-08, 5.602796437537268e-09, 1.0]
('college_physics', 32);[0.14665918125519453, 0.8439652666077004, 0.009375607783971444, 6.399421066027726e-10]
('college_physics', 33);[2.1443690422849376e-05, 5.602347623097212e-09, 5.8289994011532716e-05, 0.9999202553446581]
('college_physics', 34);[6.691586091292782e-10, 2.8453348089834e-08, 0.9999998807907247, 3.398267819495071e-09]
('college_physics', 35);[6.796500437422608e-07, 0.0002741903971442249, 0.8173497011328147, 0.182375361558222]
('college_physics', 36);[7.991792216721403e-11, 0.9999785427891018, 2.940016054645752e-11, 2.1444958378736654e-05]
('college_physics', 37);[0.9999998807907247, 6.82560337633487e-08, 1.8189616875530459e-09, 2.8453348089834e-08]
('college_physics', 38);[1.0129987330277146e-05, 3.2241559891625255e-08, 0.9999898673126559, 3.775098541962212e-11]
('college_physics', 39);[1.0257457091010967e-10, 1.1248667567159746e-07, 0.9995693631612472, 0.0004305571096741222]
('college_physics', 40);[4.691164021834418e-08, 1.4449802461092448e-07, 5.602796437537268e-09, 0.9999995231630692]
('college_physics', 41);[0.9984951050277082, 0.0015011769401805655, 3.7210456080339206e-06, 4.592130715451446e-10]
('college_physics', 42);[3.398112262700004e-09, 3.535588234951305e-05, 0.999954464125005, 1.0129629890360017e-05]
('college_physics', 43);[2.382369667501818e-07, 0.9999997615814777, 1.522997974471263e-08, 1.8189616875530459e-09]
('college_physics', 44);[0.9999414716651684, 5.829127258796956e-05, 1.8552834299709988e-07, 4.8470821004592116e-11]
('college_physics', 45);[0.7770295971065161, 0.2226226936040108, 0.00033469984240779103, 1.2977721250764292e-05]
('college_physics', 46);[9.702868050338682e-10, 0.604454466496717, 0.17317910413487647, 0.22236637134839454]
('college_physics', 47);[4.599046606658694e-10, 0.9999971389852362, 2.902312105056987e-06, 4.363453930307876e-09]
('college_physics', 48);[1.955549459123185e-08, 2.510975209104135e-08, 1.0129987330277146e-05, 0.9999898673126559]
('college_physics', 49);[0.9998414767838852, 0.0001584362410990077, 6.824522901024874e-08, 1.1859242566789641e-08]
('college_physics', 50);[7.132418255360098e-09, 0.9914222426714454, 0.008577484930474293, 2.361934793362249e-07]
('college_physics', 51);[0.9999973774024795, 2.561281443046568e-06, 2.461692256505547e-10, 1.0467381829779195e-08]
('college_physics', 52);[0.9999998807907247, 3.2241867372567335e-08, 1.493094676197164e-10, 3.2241867372567335e-08]
('college_physics', 53);[2.382231079242374e-07, 3.223996103799536e-08, 5.829127258796956e-05, 0.9999414716651684]
('college_physics', 54);[2.3823537635215546e-07, 6.144171336422507e-06, 0.9999935627400018, 9.23739680501087e-09]
('college_physics', 55);[1.3176514270095466e-10, 1.2256067444099483e-11, 8.764248219443636e-08, 0.9999998807907247]
('college_physics', 56);[3.927361626606476e-07, 3.7261769647093574e-06, 0.9998725815078646, 0.00012339403426441867]
('college_physics', 57);[1.8189616875530459e-09, 8.152020714470167e-09, 3.927863545481039e-07, 0.9999996423722521]
('college_physics', 58);[5.602262138708773e-09, 9.610239492660866e-05, 0.9999036881743856, 1.8552126578746053e-07]
('college_physics', 59);[2.1024338523818466e-07, 1.522997974471263e-08, 0.9999997615814777, 1.522997974471263e-08]
('college_physics', 60);[2.902312105056987e-06, 0.9999971389852362, 2.3355885840133965e-09, 9.237432042950414e-09]
('college_physics', 61);[1.0, 5.602796437537268e-09, 1.026187963170189e-10, 1.7257827987960214e-08]
('college_physics', 62);[3.755427993267116e-11, 1.8094665395353611e-09, 0.005220125868449866, 0.9947798006286183]
('college_physics', 63);[7.58162041807597e-10, 1.573515117868894e-11, 0.0001233946226544279, 0.9998765144262002]
('college_physics', 64);[0.9999991655356624, 3.4663241069161144e-07, 2.9989608248573072e-09, 3.9278597995802437e-07]
('college_physics', 65);[2.8453348089834e-08, 3.2241867372567335e-08, 1.522997974471263e-08, 1.0]
('college_physics', 66);[2.9400777392844726e-11, 1.0, 1.2501528663867426e-09, 7.991959892953932e-11]
('college_physics', 67);[7.582560427911907e-10, 1.0, 4.363462252943702e-09, 4.5990553786523166e-10]
('college_physics', 68);[0.9239168664486375, 0.000241381223563651, 2.088356774029029e-06, 0.07583970793043472]
('college_physics', 69);[0.9999545833252356, 1.250095640239903e-09, 2.8822188529160057e-13, 4.539785156619626e-05]
('college_physics', 70);[2.215948977336598e-08, 1.522997974471263e-08, 5.3157852544244216e-08, 1.0]
('college_physics', 71);[1.370956471489639e-06, 3.9278560536830205e-07, 0.9999979734461775, 2.3823651234966232e-07]
('college_physics', 72);[8.881240155565001e-05, 0.924054461546598, 0.0758510097695941, 5.677586880083973e-06]
('college_physics', 73);[8.315279260963632e-07, 1.4449788680693535e-07, 0.999998927117538, 6.825590357542018e-08]
('college_physics', 74);[7.582459190483883e-10, 4.36340399482628e-09, 0.9999870063564401, 1.3007123989067183e-05]
