id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
('college_biology', 65);-1.89599181157105;0.871037954922499;0.6588091430937707;-10.85170715110895;-17812.5097388498;-270.1032714697601;-6.700188863460174
('college_biology', 66);-1.6834759973758275;0.8816226506696848;0.4741830727951959;-10.71663847916554;-10529.042785907248;-181.21246947042331;-7.660637176387219
('college_biology', 67);-1.8627299509415822;0.8410570459854566;0.5111535387853922;-9.642517210505726;-4198.854502505524;-166.81190918226102;-6.95647835338575
('college_biology', 68);-1.734616948801616;0.9019660505427448;0.785586952360203;-9.642517210505726;-5207.287226058057;-154.73708191006202;-6.918600600899716
('college_biology', 69);-1.9779915619122377;0.8671229161268463;0.7312140846830189;-10.524064993936008;-13553.228997954287;-363.47493634771234;-7.886863300228695
('college_biology', 70);-1.6771224830420157;0.8997526165006041;0.7486228069884037;-10.077334530626418;-13016.79590185693;-185.16359145795505;-7.483104404595096
('college_biology', 71);-2.0612003137618378;0.856980767513792;0.6465987423655115;-10.484929564992408;-12947.083463819681;-202.99461637344254;-9.540021484318837
('college_biology', 72);-1.9871753324050005;0.8999441108274536;0.7949011433667114;-15.249237972318797;-43794.206944063546;-194.74711005622052;-7.603553697276943
('college_biology', 73);-1.3485485136170519;0.8740428927052429;0.42288947255886455;-10.215537405291546;-5072.445081646942;-130.4573362774692;-5.972029374217505
('college_biology', 74);-1.961796961908595;0.8511290976161193;0.5023977851769714;-9.642517210505726;-5338.133477838686;-182.48123886798936;-7.595601431666773
('college_biology', 75);-1.3485812249475613;0.8949087753915543;0.7434269563002978;-9.6434359060228;-2735.7930190880297;-162.18097044944363;-5.322636522462964
('college_biology', 76);-1.6935524145208996;0.9027899308598295;0.7906519742530151;-11.372842144533802;-13679.911575819675;-173.65903484695178;-7.360154028519598
('college_biology', 77);-2.8297971333132153;0.873414918342286;0.4911955426177852;-14.150625683650688;-63092.25298431881;-180.28619274192138;-9.26047613636055
('college_biology', 78);-1.1440426602397473;0.8708480304219838;0.6944204045570913;-9.641599358215498;-6443.974541786448;-183.45448515946174;-4.554668586617585
('college_biology', 79);-1.02928374055677;0.857192995560902;0.6038436032387903;-12.21669172564209;-8881.445734957437;-240.36351230280502;-3.888354052016154
('college_biology', 80);-2.0688532883448167;0.8691958211369196;0.6057227510224131;-9.6434359060228;-3318.3300318328534;-196.2289803634159;-7.560816439507489
('college_biology', 81);-1.6435631347676112;0.9115357429001121;0.7535221186192045;-9.642517210505726;-4601.214457874905;-158.57689450155533;-6.061820483528437
('college_biology', 82);-1.7526486150035196;0.8991344947707692;0.6701471461727008;-10.68488978085096;-10665.175688758016;-163.19713167576492;-7.8915019417163
('college_biology', 83);-1.6415929858393998;0.8745018261416511;0.5111524443429646;-10.749428301988532;-19675.085672675268;-181.45844963518982;-6.620640938056777
('college_biology', 84);-1.6925115694558344;0.8933220977707982;0.8015672877579327;-11.000742730269438;-8182.002529087347;-169.03393417408998;-8.2723959025137
('college_biology', 85);-2.1081122875470646;0.8447001362662327;0.6688082458344612;-9.642517210505726;-4404.20629345972;-158.54153432117565;-8.053226511543752
('college_biology', 86);-2.1893511990713916;0.8715051166577729;0.6310183980288037;-10.646570916548823;-20627.641163971544;-197.28925003189983;-9.915121805638735
('college_biology', 87);-1.443646207248942;0.8884019359123301;0.5886030363892998;-10.138757343252825;-13179.049852347356;-192.1211362190683;-6.829226127037672
('college_biology', 88);-1.7929338404794763;0.8529485521159669;0.7588166879915903;-9.845435097924783;-7302.469208623221;-166.33034830162114;-6.620147127081387
('college_biology', 89);-1.849268976197259;0.8990981111207325;0.7342219730620463;-9.639766177133836;-8854.60721521926;-400.24110741307663;-7.397969251424484
('college_biology', 90);-2.304260028031305;0.8665288706772031;0.6593934134509777;-10.993625262500574;-17880.29641852469;-371.9290833338518;-9.794034906911161
('college_biology', 91);-1.5156915265326045;0.8925853572412626;0.808008471150539;-10.103198041216338;-14035.259662555041;-197.4970251217272;-6.022048604041592
('college_biology', 92);-1.643612129864641;0.8531055906150554;0.700582815009144;-11.737692533487776;-8494.086310385843;-153.45510412792495;-7.151864771076355
('college_biology', 93);-1.8649682814745472;0.8666386161706603;0.5980886027347408;-9.642517210505726;-3050.790223039996;-157.01950033144362;-6.207809792947365
('college_biology', 94);-1.6809231169673973;0.9209359615089452;0.7573527355344334;-13.80231898938247;-15660.374321445806;-185.8782953451638;-7.075326813704845
('college_biology', 95);-0.9992171298277994;0.8758589418634407;0.7355900499949836;-12.124672826921838;-15551.002525334516;-276.66987707510935;-3.3298008887024273
('college_biology', 96);-1.521035739357049;0.8129001948340594;0.5444063446388946;-11.511568354035429;-23766.461153213568;-188.56022905056298;-4.690671025181216
('college_biology', 97);-2.2969289079748516;0.870215579313734;0.7333324572671412;-11.799250426487209;-24137.655589054913;-173.64777150024963;-8.311630092696452
('college_biology', 98);-2.1855445794508723;0.8713093298373956;0.6042079264740565;-12.703706700714362;-82730.92024032296;-252.82625760713847;-11.642053686204832
('college_biology', 99);-1.664568831017524;0.8958430454911144;0.7541024699278337;-9.642517210505726;-5088.713649846594;-159.68570470320128;-6.692719502028513
('college_biology', 100);-0.9718362452169628;0.8719215531339001;0.7361963627530512;-9.642517210505726;-4856.07555937612;-175.54593859315003;-3.472957917660673
('college_biology', 101);-2.2136047009358553;0.8555280191280052;0.5042745421539364;-11.799250426487209;-12115.60618812452;-189.20340175083197;-8.58519026210576
('college_biology', 102);-2.0036681173292985;0.889170213631925;0.5496412783751773;-10.422926237687168;-15031.07391290876;-239.8739088539182;-7.506333517854852
('college_biology', 103);-2.4439577811844253;0.8573797463639959;0.5897842613437764;-11.962703498976781;-25608.602064453084;-205.3472881046446;-7.958296992971314
('college_biology', 104);-1.7013410223605636;0.8755490744508978;0.7028095703624622;-11.775719929077015;-17732.036309523184;-220.36338371089568;-7.280908942159741
('college_biology', 105);-1.4344259309459413;0.8526453996207914;0.7940533843205624;-9.642517210505726;-3025.799916877449;-148.33807082256212;-6.697739884060007
('college_biology', 106);-1.8910878480214854;0.8415968845605218;0.5063216483805486;-10.571747124751079;-8499.094222649117;-226.41347382107642;-6.925137419908609
('college_biology', 107);-1.600295466325611;0.8584214405398568;0.5145646788029614;-12.24108317876625;-15266.394897858037;-198.86242989492638;-6.414284024138831
('college_biology', 108);-1.8545920248797212;0.8847557008537951;0.7731951933180312;-9.641599358215498;-6810.282473530741;-324.8089988480457;-6.467039201260209
('college_biology', 109);-2.2149396874179144;0.8426172936722861;0.6282650469530029;-12.21669172564209;-26522.21280594203;-301.7908673087833;-10.765063631942846
('college_biology', 110);-2.0460943839307957;0.8757623212069434;0.7674281124419767;-11.154893410096696;-14490.629556677377;-262.49831799975874;-7.6512626168109374
('college_biology', 111);-1.719075395795652;0.8868488721943564;0.7883939980890206;-10.183483379001462;-10752.448498009346;-231.2328160832376;-5.342000009922395
('college_biology', 112);-2.1673502002237495;0.9062128898392305;0.8582270759838563;-11.899333885044191;-29596.062724261006;-410.95025971498166;-9.93249302819188
('college_biology', 113);-1.5614537999413975;0.8640668701006474;0.6915493137549064;-9.642517210505726;-6046.871909671832;-266.6929715972937;-5.135376699972311
('college_biology', 114);-2.179448861596807;0.8573966452188148;0.5619912117322239;-9.642517210505726;-8008.916766881595;-251.0043513722472;-9.041205849112286
('college_biology', 115);-1.878669078469074;0.873908570223416;0.6842433238523172;-9.642517210505726;-7465.393657029212;-274.7629197238931;-7.323114020687523
('college_biology', 116);-1.4983735554809499;0.8724380287146148;0.41270484574153854;-9.6434359060228;-4972.418537325843;-191.93896704572478;-6.565013596949018
('college_biology', 117);-2.153380269631092;0.8905223196747241;0.6418900614668507;-10.075917095945446;-9135.19356104365;-251.236826722617;-7.119145532703691
('college_biology', 118);-2.51807918555795;0.8361998925164533;0.5019244935721077;-14.332947240444641;-43281.56803650648;-381.6592130801225;-12.316205007251527
('college_biology', 119);-1.4119532138763966;0.8765187521025558;0.5725826951841683;-10.867211337644916;-7773.416882165275;-182.51371954652404;-5.505434507649609
('college_biology', 120);-2.3215583955535424;0.8526067878794483;0.5891395389789004;-9.642517210505726;-5903.891465451883;-222.21721129494347;-12.143846721419063
('college_biology', 121);-1.7601694178944385;0.8825596865561457;0.7346029809958028;-10.241941579488056;-11059.34910299617;-209.71642787219582;-7.660534994992288
('college_biology', 122);-1.9159212358388604;0.8487769805835613;0.5946358261389562;-12.318044219902378;-28099.29722570563;-301.07531172334933;-7.975556766067827
('college_biology', 123);-2.121165688111991;0.894983002092879;0.7497261534853373;-12.806890936949593;-21396.054175552228;-162.91762874791237;-8.77788113532714
('college_biology', 124);-2.55861002216159;0.8566032428498817;0.6766560305655729;-10.524064993936008;-14557.994100021491;-287.2489499041646;-12.425211956846105
('college_biology', 125);-2.861229496238179;0.8941192525298282;0.6844965187209379;-11.67268770317878;-26931.737539372036;-260.7115619406256;-12.568330694351632
('college_biology', 126);-1.5499282634587668;0.8870920981656217;0.6983344872814933;-11.033413512558987;-15501.240920649474;-191.5578218392027;-5.705523518690905
('college_biology', 127);-1.9043686104712871;0.9120328377903055;0.7247323994828936;-13.377435795417206;-31559.763119178868;-218.47274873521175;-7.854319751939699
('college_biology', 128);-1.8981439416497161;0.8412640407464823;0.5325369987159816;-13.591009895715265;-13352.818267007968;-165.35432260750702;-8.330531110558343
('college_biology', 129);-1.8180494452986797;0.8684414622954637;0.6237381233627814;-10.812486437955668;-16706.14980393586;-217.8285871541592;-8.831155542257843
('college_biology', 130);-1.6902885195455024;0.8713155236808039;0.7079144312640767;-9.6434359060228;-5151.117426247591;-177.90129465866005;-6.259084732478481
('college_biology', 131);-1.6038507774474646;0.8384155555602337;0.6427685336124005;-11.68677244306052;-14948.621206266984;-256.7973399027893;-6.343704329962956
('college_biology', 132);-2.0488899449596945;0.8712950133195039;0.7983808709691219;-12.541187771216586;-22850.09065944135;-371.66051186646837;-9.017567565073449
('college_biology', 133);-2.2029555007890522;0.8993262085512073;0.782845486680913;-12.430839714047721;-25574.253648106365;-236.9675857313624;-8.621428406654058
('college_biology', 134);-1.9688058239567754;0.8656865683942693;0.8395164725251313;-9.642517210505726;-4842.362915102957;-257.88021031004683;-6.479848796119453
('college_biology', 135);-2.5879140089698685;0.8714594231611655;0.7486082483077551;-9.642517210505726;-9182.520080441147;-398.4797850626128;-13.99834311838323
('college_biology', 136);-2.7515973834170735;0.855331844832508;0.5264086497494065;-13.927482132336477;-76841.46296618803;-263.01047543335073;-10.045345909136733
('college_biology', 137);-2.1626690047601027;0.8915143026191231;0.6821384668284648;-14.070582975977151;-128477.21758032523;-198.91579034307992;-10.38316525112918
('college_biology', 138);-2.127778479367533;0.8750218401010477;0.5623494824546623;-14.070582975977151;-45625.24402118627;-226.11846419044383;-9.816109776907046
('college_biology', 139);-1.9916374822234755;0.8725175426525257;0.741702645701514;-12.24108317876625;-23820.75210591289;-268.8975634687115;-5.797926854799283
('college_biology', 140);-1.8772288156367445;0.9246113113834449;0.8391328600358484;-13.024614420794464;-21344.337150356343;-161.2527701995678;-8.585175493314274
('college_biology', 141);-2.402728180496336;0.836501371350787;0.37310932467272195;-12.291726911585004;-30102.15130468511;-213.8475561051127;-8.671799502181058
('college_biology', 142);-2.324198883320729;0.8530219347404849;0.632790305526495;-10.997177664104942;-27236.160181650303;-227.03311774335543;-10.386922942829857
('college_biology', 143);-1.0889705437198167;0.8705673679015797;0.7228848744789086;-12.41602462826258;-26016.93345810597;-223.41035709459896;-4.434444616971993
('college_chemistry', 0);-1.3963991827927549;0.8526920162222724;0.7645132093102595;-10.141778493587001;-9720.193400573451;-172.7488278529766;-6.162045069448033
('college_chemistry', 1);-2.040470930604147;0.8737722723020127;0.8400256830808523;-10.463831736027773;-8482.14156156909;-213.5650945909198;-7.224330602589298
('college_chemistry', 2);-1.343636825177294;0.856192437385951;0.5262507447771173;-9.642517210505726;-4647.3038192259255;-140.88155603178262;-5.693234098463708
('college_chemistry', 3);-1.3899620170070848;0.7720257017978678;0.28987216963698753;-12.524658469265376;-16120.34834455146;-227.8093372177452;-4.566417199307613
('college_chemistry', 4);-1.5191245363736565;0.8422470161084341;0.6919467719379927;-9.642517210505726;-4358.828271565611;-147.46820633924432;-6.039932040041631
('college_chemistry', 5);-1.6866557459744296;0.8872289542786929;0.4982459496574863;-11.499733896388426;-14871.188478569014;-221.60345038949453;-6.646208784665777
('college_chemistry', 6);-1.7548064476513385;0.9044897881501968;0.7030050435417242;-9.642517210505726;-4538.725794774956;-164.66321771840464;-5.98835999344268
('college_chemistry', 7);-2.075837582195842;0.9154400958291417;0.8249102583267571;-11.255634979898227;-14368.331293088242;-182.5855375940776;-9.023441065244207
('college_chemistry', 8);-1.4038838811216787;0.7930216295039879;0.2780702212164765;-11.086456248543467;-10106.449682305909;-211.80503443178034;-5.231650604807497
('college_chemistry', 9);-1.0241322505818773;0.8787247553673533;0.3462633176371127;-9.642517210505726;-3797.906396059115;-211.71680337001916;-4.536985846998461
('college_chemistry', 10);-1.613069085136707;0.8615335144340456;0.3483009347745904;-9.928669996835941;-14543.367995275143;-235.64402863980536;-5.803943075464272
('college_chemistry', 11);-1.9177136257334368;0.872475472429948;0.5807996571252065;-9.642517210505726;-6009.231523577168;-326.03765879360606;-7.576706647712476
('college_chemistry', 12);-2.0664727685021944;0.6107320163649568;0.1518891539436019;-14.332947240444641;-50851.860734409805;-248.9207385483718;-9.611072362875888
('college_chemistry', 13);-1.117842894966941;0.800630613549158;0.21728139125741144;-11.052036024656989;-12740.251176479649;-220.0314421393968;-4.061182363502374
('college_chemistry', 14);-2.073263099516644;0.8619024668727726;0.7466203680175139;-10.72473568939816;-13702.51000754648;-272.31954021964896;-8.256528227604198
('college_chemistry', 15);-1.448175879372619;0.6900754293012793;0.17639100041762878;-11.251037270649599;-14500.438209438062;-195.45113677665003;-4.899012392888848
('college_chemistry', 16);-1.2314690879790438;0.8649832369842183;0.6217644243676433;-9.6434359060228;-3043.4296934684385;-165.23187270791686;-5.492707855765799
('college_chemistry', 17);-1.4472135149756706;0.848587034278603;0.5063403118202833;-9.642517210505726;-3885.904599712286;-227.5684226306173;-4.9105579502709835
('college_chemistry', 18);-1.2870462412654537;0.8656600646443167;0.7535955306745934;-9.707974427160371;-5760.896055359304;-171.2026530762199;-4.8803149206634755
('college_chemistry', 19);-1.9377347003189822;0.8264721406453069;0.1920322044668719;-11.122103587273704;-8966.01757090662;-172.85012885631775;-6.973632696283101
('college_chemistry', 20);-1.548984688208265;0.8955660815162625;0.5995612464798491;-11.953401106314468;-7180.691633311059;-136.69700763631283;-6.504939090575679
('college_chemistry', 21);-1.7445669373198183;0.8354961373612894;0.4376538115867062;-9.641599358215498;-3705.218560475922;-233.45840917982974;-6.997036786134912
('college_chemistry', 22);-1.1440626877125954;0.8210454048478031;0.29807676382209203;-9.642517210505726;-2614.1535526036073;-207.1593383572229;-4.016179710080436
('college_chemistry', 23);-1.2546757635408443;0.7981493551618069;0.2710608810261408;-9.6434359060228;-7490.886294948064;-174.00133649571296;-6.012425300347124
('college_chemistry', 24);-1.8050935729401227;0.861332155858155;0.6943842444580332;-10.741129499173837;-11426.512867549161;-163.86703847489215;-7.561350847148631
('college_chemistry', 25);-1.4894141275584138;0.7890439680364865;0.6106472863790771;-12.628199148206216;-17245.811576581993;-169.02781458180812;-6.826216863849152
('college_chemistry', 26);-1.0566748709380165;0.8353544723409274;0.7405675465320427;-9.642517210505726;-7235.505913517699;-210.82812458461268;-4.077649953027915
('college_chemistry', 27);-1.6205889440756955;0.829165599123515;0.5690196831007337;-9.642517210505726;-4359.362095669632;-261.9055426222045;-6.0875464668180905
('college_chemistry', 28);-1.1748288088942007;0.8577593865580305;0.7737175579782569;-15.942385152878742;-60335.610436895;-268.23882464818075;-5.839990146102551
('college_chemistry', 29);-1.3029257061082458;0.8202829913838147;0.2898919101877099;-11.146594607282001;-7066.400251225056;-186.13831976838168;-4.656821906807147
('college_chemistry', 30);-1.3905081675153752;0.839816783550031;0.602588533026839;-9.801423594624849;-7449.23471988123;-212.29801336991227;-5.251838624337752
('college_chemistry', 31);-2.077584830838654;0.8263832527941908;0.3973507352429233;-13.862943611198906;-126468.02200567668;-377.6704341722457;-7.965440734039807
('college_chemistry', 32);-1.004677992160256;0.8344478785025732;0.7611259756341303;-9.934801223890878;-7003.348003587545;-207.10069850582093;-3.3105484290387817
('college_chemistry', 33);-1.6049692134817302;0.8485279213184518;0.6195874930356321;-12.204715534595374;-9512.16141815411;-215.82668988728858;-6.86903765334443
('college_chemistry', 34);-1.6803017967760858;0.8158682826265466;0.48512512729180685;-10.564794605436198;-22075.935379769595;-252.08211230664756;-6.654905340102664
('college_chemistry', 35);-1.6669738869008996;0.7355271622777793;0.15049744826704312;-10.71663847916554;-8744.933450993034;-201.89936295815139;-5.7871887277202445
('college_chemistry', 36);-2.071199863785492;0.5726876607803999;0.1012357251253629;-11.114071415576442;-13863.311112611509;-202.61244823391866;-8.07512320132912
('college_chemistry', 37);-1.9698670017589106;0.7658623838225592;0.19155873002139512;-9.99958577775204;-9684.059668685313;-220.4781288487981;-9.068268016342293
('college_chemistry', 38);-1.786993615552688;0.8112608613621494;0.2053255243259306;-10.99008543579545;-23019.36563478247;-228.6422219877794;-6.321072461249773
('college_chemistry', 39);-1.729736741340356;0.8151557464288187;0.4699856739471064;-9.642517210505726;-5436.037337471678;-139.48902039602444;-6.586267253146278
('college_chemistry', 40);-1.6787495860678754;0.8611667270205445;0.7352820492966371;-9.63793635045676;-3691.288326664972;-229.84141769006368;-5.940043260152821
('college_chemistry', 41);-2.03813946510982;0.6499100817510353;0.06269561397497596;-12.228813086174434;-19134.05264965505;-217.09754053797573;-8.580400574252625
('college_chemistry', 42);-1.5988101210492904;0.824787117702653;0.49651863562298737;-9.67423628752852;-4555.045209755783;-134.97173670171668;-6.692653123930773
('college_chemistry', 43);-1.1628826531822851;0.8397807477322559;0.5086666058963881;-13.996475003823429;-70332.91064205884;-279.6338554629893;-4.854238742322495
('college_chemistry', 44);-2.0132306494771224;0.5448105296830471;0.07937860410194494;-12.575089322892268;-10398.569946984406;-205.65813065828854;-8.71305458478817
('college_chemistry', 45);-1.6685710221496615;0.8644434613654235;0.6020649140670725;-9.641599358215498;-5004.416442684591;-221.23610709821068;-6.2239053489158405
('college_chemistry', 46);-1.4077788417010138;0.86224246311878;0.49189184332783564;-9.6434359060228;-4477.837130410678;-166.33016089726314;-5.027163613068181
('college_chemistry', 47);-1.8034056575630106;0.8059876079700792;0.36300658581110035;-9.642517210505726;-3640.0782000247414;-204.5605728671995;-7.733841729075081
('college_chemistry', 48);-2.0165691422854106;0.9037682630846383;0.747931043792068;-10.161641637086413;-9814.680319436331;-182.3647129100747;-8.134759083363516
('college_chemistry', 49);-1.3453642849425986;0.8574014176194839;0.6428185807876129;-9.642517210505726;-3455.5917783232076;-206.13690899563778;-4.6040671073558705
('college_chemistry', 50);-1.390764273736119;0.8451471492643162;0.5402288766430268;-10.524064993936008;-8453.453289294126;-159.7802885314361;-6.27488426229027
('college_chemistry', 51);-1.7900032890299737;0.770241979567131;0.5502464150585765;-9.642517210505726;-5406.269551002881;-172.04874955302776;-7.225177736784092
('college_chemistry', 52);-1.6332350100528936;0.8806572478992432;0.6304076861782973;-11.908144514726347;-31632.781679953383;-402.37931807323207;-5.979593115551148
('college_chemistry', 53);-1.7786324684186654;0.8415162894356453;0.7016036344427635;-12.372852456397371;-12463.80747990535;-160.1279719651296;-7.790637696951869
('college_chemistry', 54);-1.7991915275594952;0.7218542826633799;0.13328452070627833;-13.268236503452213;-25842.742484453483;-226.55738207293535;-7.992535890085261
('college_chemistry', 55);-1.5358989576760402;0.875361478846757;0.7736267957556021;-11.415176508360362;-9113.107611884247;-197.11538535802674;-6.203678713734061
('college_chemistry', 56);-1.8560872272678495;0.8243667469078815;0.3768392032312605;-10.430974570869997;-21583.171080043954;-309.00486705448304;-7.95545747625666
('college_chemistry', 57);-2.027007760619965;0.7582291530874214;0.41737219817803983;-10.524064993936008;-17140.818260240445;-274.8248714327226;-8.705677209111453
('college_chemistry', 58);-1.9397615292013946;0.8512691353734688;0.232445959063397;-10.407021329847504;-10869.089618861408;-244.23994647097925;-8.064896756008451
('college_chemistry', 59);-1.581703985720172;0.7369321393374209;0.6223809889562937;-9.642517210505726;-3609.1791859115838;-142.47115453386024;-6.5183446416967366
('college_chemistry', 60);-1.903498035549441;0.739440517861112;0.4564528816744528;-12.124672826921838;-20491.241979924507;-209.35692820777743;-8.468007049791003
('college_chemistry', 61);-1.700561060994704;0.7335869750660913;0.23850781838616927;-14.438307756102468;-15096.644913400662;-202.39450893104708;-6.192717186873674
('college_chemistry', 62);-1.7545154204010216;0.6412407142334597;0.14396195642757878;-11.560358518204861;-12697.532693153313;-221.2227469297861;-7.755162633670636
('college_chemistry', 63);-1.0571990314818067;0.9000855267211638;0.8391997448748393;-9.642517210505726;-5823.849505993522;-217.34585833849104;-5.002657749071598
('college_chemistry', 64);-1.412274466719128;0.879706384168491;0.8024068351142191;-9.642517210505726;-4375.870918988042;-137.0576486589596;-5.929675341943443
('college_chemistry', 65);-1.1393204236602006;0.8707869306556572;0.67165451344671;-10.730170485384118;-5624.406189655256;-185.41793922614414;-4.209518901954222
('college_chemistry', 66);-0.9714729283035567;0.8753982180664601;0.55640863796267;-12.946652879324752;-11419.764514957145;-188.9798682452461;-4.097174231307097
('college_chemistry', 67);-1.4445569407112047;0.8305353234632882;0.6104820997345681;-13.862943611198906;-77879.96457727124;-238.92974855226328;-5.2552856728088235
('college_chemistry', 68);-2.097526066682368;0.8489675074158421;0.6097425284645135;-12.997946173712302;-47616.96184141941;-165.39608462208392;-7.515934916752374
('college_chemistry', 69);-1.2654267831506405;0.8742108877221498;0.42661291813078506;-13.691093354272247;-24066.79507563329;-171.60145744956353;-5.974588240782128
('college_chemistry', 70);-1.7179999506741461;0.8619801064999001;0.6875180742136827;-10.746654375105807;-8799.81529901017;-150.44702972371374;-6.881303342914214
('college_chemistry', 71);-1.5629117386992375;0.8906648329527835;0.6617197360660151;-10.902191056540943;-7316.952354484203;-175.51184771400187;-6.222977025351439
('college_chemistry', 72);-1.6257116182428317;0.7356736002189832;0.43071702490143665;-9.642517210505726;-7062.709476085209;-159.16207062417283;-8.119249886289857
('college_chemistry', 73);-2.0505290953262714;0.8055460563184735;0.47256916710747254;-9.642517210505726;-4471.437917276596;-171.91257499320466;-8.57548188020254
('college_chemistry', 74);-2.1944917910949213;0.8524225166639494;0.7136683368025998;-14.438307756102468;-22488.766991433946;-224.02935915427562;-10.070204578947115
('college_chemistry', 75);-1.5533492547261964;0.8703351049938925;0.536474487278663;-12.97197068730904;-61789.28308844343;-281.9016961456338;-6.312266135350326
('college_chemistry', 76);-1.5744205859897205;0.8560750308292745;0.8288339200482219;-10.879790119851775;-20703.636561291078;-291.13528294414425;-4.783839451848321
('college_chemistry', 77);-1.4199707001586146;0.8828483028405547;0.6236195157985119;-9.642517210505726;-4949.123643965368;-179.89533731832572;-6.154137497140557
('college_chemistry', 78);-1.6236031649447364;0.8632738066325829;0.27228273292029453;-11.086456248543467;-17890.366095786245;-203.23659140565886;-5.766351632166927
('college_chemistry', 79);-1.295711208779977;0.8520780851683993;0.618638344102412;-9.642517210505726;-5901.505452127955;-149.1379540089319;-5.244019990037978
('college_chemistry', 80);-2.1346677195944928;0.8142126393633881;0.6968000073730515;-9.7128884419628;-8780.572557331201;-162.0618855956047;-8.204639713132979
('college_chemistry', 81);-2.5171729479049656;0.7774176801783034;0.5136494195682808;-13.591009895715265;-48245.36313548179;-284.90178690442696;-11.658667410269397
('college_chemistry', 82);-2.3271346345138992;0.8601806610626507;0.27656088365754;-14.438307756102468;-113508.16899408349;-233.0552708427469;-8.162879891727078
('college_chemistry', 83);-1.2717640509763861;0.8302026003253422;0.27816501883639455;-9.642517210505726;-4200.8194548505635;-139.09457852331835;-5.237728120692898
('college_chemistry', 84);-1.3629907436281519;0.8702989877609241;0.6653113900387323;-9.6434359060228;-6602.551833680617;-195.07974550013654;-6.525821095321085
('college_chemistry', 85);-1.5132387958405689;0.8585152263828321;0.35285312403277436;-11.962703498976781;-42044.77206857537;-348.99667945104466;-4.652619088856396
('college_chemistry', 86);-1.2778457452929293;0.824216888575775;0.24469579048437487;-15.942385152878742;-121265.2905313386;-306.1645465851739;-4.621977911855331
('college_chemistry', 87);-1.6723674702579414;0.8625391709286939;0.5000666392681585;-10.539707771006462;-6453.348648600385;-162.0916534322216;-6.443825936566672
('college_chemistry', 88);-1.7340933533856637;0.8799149588257592;0.8082614760250081;-14.689622184383374;-21150.600728874917;-151.06725698360333;-6.936239056409679
('college_chemistry', 89);-1.6526839510202012;0.8752960250554731;0.5695604815646096;-12.723509328010541;-10911.429454326579;-320.26051037429477;-5.124239869035292
('college_chemistry', 90);-2.348078465029733;0.8396671369939208;0.1301577350543262;-13.591009895715265;-32183.125215782457;-236.3241768309283;-10.144216036288924
('college_chemistry', 91);-1.6124497338657608;0.8900842755219182;0.5197726712356702;-10.070267363403326;-4918.818045938635;-159.2265519118555;-5.5406590812502845
('college_chemistry', 92);-1.6455055430910654;0.8820965095733999;0.5067793663156293;-11.499733896388426;-15464.769239077694;-220.8533411061433;-6.6037349736674456
('college_chemistry', 93);-2.3868883936501577;0.8893014926914491;0.7651433740190215;-11.737692533487776;-39590.5533726469;-256.8550695067651;-9.332681161733086
('college_chemistry', 94);-0.8807919049090543;0.8609324411374473;0.6147239888268657;-13.80231898938247;-13699.456276806735;-164.71313935718283;-3.658136457787881
('college_chemistry', 95);-1.6905552419287855;0.8245583499325294;0.6706140478603013;-9.642517210505726;-3995.972950738226;-134.5305917608797;-7.231099181902261
('college_chemistry', 96);-1.775454062074492;0.7815435815070987;0.49344615900545663;-9.923791938382507;-6761.340405908859;-137.29059985523256;-6.914844105706618
('college_chemistry', 97);-2.1031318961152707;0.859419910645038;0.3237695439315108;-11.775719929077015;-11018.668201430666;-187.69415474800974;-7.866184499896865
('college_chemistry', 98);-1.8521285079840675;0.7789415927974752;0.2560688868721816;-10.087313230676315;-8776.818832555344;-207.07324038302215;-8.843814780509453
('college_chemistry', 99);-1.9336148140779523;0.8269030766832297;0.6396341632161141;-9.642517210505726;-4041.3370310540477;-152.23768713739892;-6.550082329649041
('college_computer_science', 0);-2.502302875488682;0.8891427174508392;0.5796050589737902;-14.438307756102468;-28879.528661333192;-277.16806603406553;-11.135710382646261
('college_computer_science', 1);-0.7178346389055913;0.8691743361630294;0.814922002853061;-9.641599358215498;-2910.724068096242;-192.92496360506556;-2.7604523060053743
('college_computer_science', 2);-1.7511349458128864;0.8713221580345314;0.7227530026103897;-12.372852456397371;-106372.65177318381;-458.28772703458526;-7.807633546697941
('college_computer_science', 3);-1.3166209020395687;0.9040086507783767;0.7738339527565399;-11.651925711730351;-19493.502407862718;-315.5146169628282;-3.381106944651514
('college_computer_science', 4);-1.4207376621244803;0.8448063699121101;0.5961659902823806;-9.695309864319048;-7877.589390765757;-179.56863016383383;-6.620666912787752
('college_computer_science', 5);-1.0814911754741383;0.8430829040378404;0.4303722728431914;-9.642517210505726;-4609.155731444012;-232.55463599190853;-4.483269100586501
('college_computer_science', 6);-1.2443123404523533;0.836868059365162;0.6670217274389576;-14.150625683650688;-63344.39006413447;-305.8046352005095;-4.722355836093358
('college_computer_science', 7);-1.4859441419058266;0.8106234228712401;0.513296389464801;-14.689622184383374;-21410.194492912644;-202.2223444243908;-6.861506950898931
('college_computer_science', 8);-1.965859941214832;0.8530518976920206;0.6877464808181118;-9.642517210505726;-7846.407149828463;-236.61860948344614;-7.68919117356206
('college_computer_science', 9);-1.9556222172104145;0.8896973629879138;0.7904079963246078;-15.942385152878742;-78497.142807953;-435.4441040960378;-8.032249397072905
